Date,price,xielv,zhangdiefu
2/15/17,1224.4,-0.919266,-0.075078896
2/16/17,1240.55,-0.764090821,-0.061592908
2/17/17,1241.95,-0.744594571,-0.059953667
2/20/17,1237.3,-0.779464286,-0.062997194
2/21/17,1233.2,-0.8088495,-0.065589483
2/22/17,1236.65,-0.771491286,-0.062385581
2/23/17,1247.9,-0.6669565,-0.05344631
2/24/17,1253.65,-0.611638,-0.048788577
2/27/17,1257.2,-0.576068429,-0.045821542
2/28/17,1255.6,-0.584745714,-0.046571019
2003/1/17,1240.4,-0.707563,-0.057043131
2003/2/17,1238.1,-0.720833321,-0.058220929
2003/3/17,1226.5,-0.810743821,-0.066102228
2003/6/17,1230.95,-0.767623,-0.06236021
2003/7/17,1216.65,-0.877642286,-0.072135971
2003/8/17,1209.2,-0.930645214,-0.076963713
2003/9/17,1206.55,-0.9444,-0.078272761
2003/10/17,1202.65,-0.967857214,-0.080477048
3/13/17,1204.2,-0.9480315,-0.07872708
3/14/17,1204.6,-0.9375,-0.077826664
3/15/17,1198.8,-0.975193821,-0.081347499
3/16/17,1229.35,-0.732692321,-0.059599977
3/17/17,1229.6,-0.725190786,-0.05897778
3/20/17,1232.4,-0.698484786,-0.056676792
3/21/17,1241.6,-0.624060214,-0.050262582
3/22/17,1249.05,-0.563806,-0.045138785
3/23/17,1247.5,-0.571111214,-0.045780458
3/24/17,1247.5,-0.566911714,-0.045443825
3/27/17,1257.55,-0.489416,-0.038918214
3/28/17,1257.25,-0.4880435,-0.038818334
3/29/17,1251.1,-0.528777,-0.042264967
3/30/17,1248.8,-0.5414285,-0.043355902
3/31/17,1244.85,-0.565602786,-0.045435417
2004/3/17,1247.25,-0.544718321,-0.043673547
2004/4/17,1257.65,-0.468181821,-0.037226718
2004/5/17,1245.8,-0.547222286,-0.043925372
2004/6/17,1252.5,-0.497241429,-0.039699914
2004/7/17,1266.45,-0.398287679,-0.031449144
2004/10/17,1250.05,-0.507142786,-0.0405698
2004/11/17,1252.9,-0.4844595,-0.038667052
2004/12/17,1274.3,-0.337583786,-0.026491704
4/13/17,1284.15,-0.269666679,-0.020999625
4/18/17,1278.95,-0.302317786,-0.023637968
4/19/17,1279.05,-0.299671,-0.023429186
4/20/17,1282.1,-0.277777714,-0.021665838
4/21/17,1281.85,-0.277597429,-0.021655999
4/24/17,1269.4,-0.356129,-0.028054908
4/25/17,1267.8,-0.3641025,-0.028719238
4/26/17,1261.85,-0.3996815,-0.031674248
4/27/17,1262.8,-0.391139286,-0.030973969
4/28/17,1266.45,-0.365723286,-0.028877831
2005/2/17,1255.45,-0.432187607,-0.034424916
2005/3/17,1250.3,-0.461490679,-0.036910396
2005/4/17,1228.45,-0.5935185,-0.048314421
2005/5/17,1228.05,-0.592331286,-0.048233483
2005/8/17,1229.8,-0.578048714,-0.047003473
2005/9/17,1220.4,-0.631515214,-0.051746576
2005/10/17,1222.95,-0.612349429,-0.050071502
2005/11/17,1223.15,-0.607485,-0.049665617
2005/12/17,1231.25,-0.555654714,-0.045129317
5/15/17,1233.3,-0.540236679,-0.043804158
5/16/17,1234.2,-0.531764714,-0.043085781
5/17/17,1257.4,-0.3929825,-0.031253579
5/18/17,1255.9,-0.399418571,-0.031803374
5/19/17,1252,-0.419653179,-0.033518625
5/22/17,1258.85,-0.3778735,-0.030017357
5/23/17,1260.2,-0.368,-0.029201714
5/24/17,1252.55,-0.409375,-0.032683326
5/25/17,1256.95,-0.382203429,-0.03040721
5/26/17,1265.05,-0.3345505,-0.026445635
5/30/17,1262.7,-0.34581,-0.027386553
5/31/17,1266.2,-0.3244445,-0.02562348
2006/1/17,1264.85,-0.3301105,-0.026098786
2006/2/17,1274.95,-0.272802179,-0.021397088
2006/5/17,1279.95,-0.243989,-0.019062385
2006/6/17,1293.5,-0.169021714,-0.013067005
2006/7/17,1291,-0.181621571,-0.014068286
2006/8/17,1273.1,-0.276881714,-0.021748623
2006/9/17,1266.55,-0.310427821,-0.024509717
2006/12/17,1266.4,-0.3095745,-0.024445238
6/13/17,1262,-0.331217,-0.026245404
6/14/17,1275.5,-0.258421,-0.020260368
6/15/17,1254.55,-0.366753893,-0.0292339
6/16/17,1255.4,-0.360416679,-0.02870931
6/19/17,1248.15,-0.396114,-0.031736089
6/20/17,1242.2,-0.424742286,-0.034192746
6/21/17,1242.5,-0.421025571,-0.033885358
6/22/17,1250.8,-0.376530571,-0.03010318
6/23/17,1255.7,-0.349746179,-0.027852686
6/26/17,1245.25,-0.4007575,-0.032182895
6/27/17,1249.55,-0.377135679,-0.03018172
6/28/17,1248,-0.383,-0.030689103
6/29/17,1243.5,-0.403482571,-0.032447332
6/30/17,1242.25,-0.407673286,-0.03281733
2007/3/17,1229.25,-0.4697045,-0.038210657
2007/4/17,1223.75,-0.494362714,-0.040397362
2007/5/17,1220.3,-0.5087805,-0.041693067
2007/6/17,1224.9,-0.4839805,-0.039511838
2007/7/17,1215.65,-0.5263285,-0.043296056
2007/10/17,1211.9,-0.541826893,-0.044708878
2007/11/17,1211.05,-0.5433015,-0.044862021
2007/12/17,1218.8,-0.5038095,-0.04133652
7/13/17,1218.9,-0.500947786,-0.04109835
7/14/17,1230.3,-0.444811321,-0.036154704
7/17/17,1234.1,-0.424882571,-0.034428537
7/18/17,1240.75,-0.37982925,-0.030612875
7/19/17,1242.15,-0.493329214,-0.039715752
7/20/17,1238.7,-0.397685179,-0.032105044
7/21/17,1248.55,-0.350460821,-0.028069426
7/24/17,1255.55,-0.316743214,-0.025227447
7/25/17,1254.4,-0.320548,-0.02555389
7/26/17,1248.1,-0.347727286,-0.027860531
7/27/17,1261.1,-0.287330321,-0.022784103
7/28/17,1264.9,-0.268918893,-0.021260091
7/31/17,1267.55,-0.255829571,-0.020182996
2008/1/17,1270.95,-0.239508893,-0.018844871
2008/2/17,1269.6,-0.2444445,-0.019253663
2008/3/17,1268.1,-0.25,-0.019714534
2008/4/17,1257.7,-0.294713679,-0.023432749
2008/7/17,1258,-0.292105286,-0.023219816
2008/8/17,1261.8,-0.274235821,-0.0217337
2008/9/17,1271.05,-0.232826179,-0.018317626
2008/10/17,1284.4,-0.174026,-0.013549206
2008/11/17,1286.1,-0.165948286,-0.012903218
8/14/17,1282.3,-0.181545,-0.014157763
8/15/17,1270.3,-0.232051286,-0.01826744
8/16/17,1272.75,-0.220638286,-0.017335556
8/17/17,1285.15,-0.167161,-0.01300712
8/18/17,1295.8,-0.121519,-0.009377913
8/21/17,1292.9,-0.133193286,-0.010301902
8/22/17,1284.2,-0.169037679,-0.013162878
8/23/17,1286.65,-0.158125,-0.012289667
8/24/17,1289,-0.147717786,-0.011459875
8/25/17,1285.3,-0.162396679,-0.012634924
8/29/17,1318.65,-0.024485571,-0.001856867
8/30/17,1308.5,-0.065983571,-0.005042688
8/31/17,1311.75,-0.052449,-0.003998399
2009/1/17,1320.4,-0.017073179,-0.001293031
2009/4/17,1333.1,0.034413,0.002581427
2009/5/17,1335.55,0.044153286,0.003306
2009/6/17,1337.85,0.053212786,0.003977485
2009/7/17,1343.5,0.0756,0.005627093
2009/8/17,1346.25,0.086255,0.006407057
2009/11/17,1334.2,0.038095286,0.002855291
2009/12/17,1326.5,0.007509786,0.000566135
9/13/17,1327.55,0.011614179,0.000874858
9/14/17,1324.55,-0.000196107,-1.48056E-05
9/15/17,1322.85,-0.006836,-0.000516763
9/18/17,1312.1,-0.048638214,-0.003706898
9/19/17,1309.6,-0.0581395,-0.004439485
9/20/17,1311.3,-0.051351321,-0.003916062
9/21/17,1292.1,-0.125,-0.009674174
9/22/17,1294.8,-0.114176286,-0.008818063
9/25/17,1293.3,-0.119465679,-0.009237275
9/26/17,1300.05,-0.093346,-0.007180185
9/27/17,1282.55,-0.159280321,-0.012419034
9/28/17,1283.35,-0.318646107,-0.024829244
9/29/17,1283.1,-0.156015,-0.012159224
2010/2/17,1273.7,-0.190636714,-0.01496716
2010/3/17,1271.25,-0.199067214,-0.015659171
2010/4/17,1274.25,-0.187174714,-0.01468901
2010/5/17,1274.5,-0.1855555,-0.014559082
2010/6/17,1261.8,-0.231734321,-0.018365377
2010/9/17,1278.75,0.037159893,0.002905954
2010/10/17,1291.4,-0.121611714,-0.009417045
2010/11/17,1289.25,-0.129014571,-0.010006948
2010/12/17,1290.25,-0.124909179,-0.009681006
10/13/17,1299.6,-0.090579714,-0.006969815
10/16/17,1303.3,-0.076895321,-0.005900048
10/17/17,1284.75,-0.143345321,-0.011157449
10/18/17,1280.2,-0.159139714,-0.012430848
10/19/17,1286.4,-0.1364285,-0.010605449
10/20/17,1281.2,-0.154448429,-0.012054982
10/23/17,1274.9,-0.176241214,-0.013823925
10/24/17,1276.45,-0.170141321,-0.013329259
10/25/17,1275,-0.174647786,-0.013697866
10/26/17,1273.75,-0.178421,-0.014007537
10/27/17,1266.45,-0.203321679,-0.016054458
10/30/17,1272,-0.183275286,-0.014408434
10/31/17,1270.15,-0.189062607,-0.014885061
2011/1/17,1277.05,-0.164532786,-0.012883817
2011/2/17,1279.2,-0.156551714,-0.012238252
2011/3/17,1267.2,-0.197250786,-0.015565876
2011/6/17,1270.9,-0.183904214,-0.014470392
2011/7/17,1275.6,-0.1672355,-0.01311034
2011/8/17,1284,-0.138095286,-0.010755085
2011/9/17,1284.8,-0.134915286,-0.010500878
2011/10/17,1284.3,-0.136148679,-0.010601003
11/13/17,1277.95,-0.157070714,-0.012290834
11/14/17,1274.6,-0.167785286,-0.01316376
11/15/17,1282.2,-0.141806,-0.011059585
11/16/17,1280,-0.148666679,-0.011614584
11/17/17,1284.35,-0.133721,-0.01041157
11/20/17,1286.2,-0.127152321,-0.00988589
11/21/17,1283.3,-0.136303571,-0.010621333
11/22/17,1286.95,-0.123848679,-0.009623426
11/23/17,1290.35,-0.112295107,-0.008702686
11/24/17,1290.5,-0.111437821,-0.008635244
11/27/17,1294.9,-0.096742679,-0.007471054
11/28/17,1291.85,-0.106331179,-0.008230923
11/29/17,1283.85,-0.131877,-0.010271994
11/30/17,1280.2,-0.143225821,-0.011187769
2012/1/17,1275.5,-0.157877821,-0.01237772
2012/4/17,1273.45,-0.163942321,-0.012873872
2012/5/17,1266.3,-0.186262,-0.014709153
2012/6/17,1263.7,-0.193949,-0.015347709
2012/7/17,1255,-0.220952429,-0.017605771
2012/8/17,1250.65,-0.234019,-0.01871179
2012/11/17,1247.15,-0.244321714,-0.019590403
2012/12/17,1240.9,-0.2632075,-0.021211016
12/13/17,1242.65,-0.2568965,-0.020673279
12/14/17,1251,-0.23,-0.018385292
12/15/17,1254.6,-0.2180685,-0.017381516
12/18/17,1260.6,-0.198757714,-0.015766914
12/19/17,1260.35,-0.198916429,-0.015782634
12/20/17,1264.55,-0.1853395,-0.014656558
12/21/17,1264.55,-0.184769286,-0.014611465
12/27/17,1279.4,-0.138226286,-0.010803993
12/28/17,1291,-0.102439,-0.007934857
2001/2/18,1312.05,-0.038030321,-0.002898542
2001/3/18,1314.9,-0.029305214,-0.002228703
2001/4/18,1314.5,-0.030421679,-0.002314316
2001/5/18,1317.15,-0.022372429,-0.001698548
2001/8/18,1319.95,-0.013922214,-0.001054753
2001/9/18,1311,-0.040597,-0.003096644
2001/10/18,1319.75,-0.0144345,-0.00109373
2001/11/18,1323.05,-0.004599429,-0.000347638
2001/12/18,1326.8,0.006508786,0.000490563
1/15/18,1339.25,0.043215321,0.00322683
1/16/18,1333.85,0.027205786,0.002039644
1/17/18,1335.65,0.032404679,0.002426136
1/18/18,1332.2,0.022222286,0.001668089
1/19/18,1334.95,0.030174893,0.002260376
1/22/18,1332.6,0.023255821,0.001745146
1/23/18,1333.4,0.025507286,0.001912951
1/24/18,1353.7,0.084104,0.006212898
1/25/18,1354.95,0.087464,0.006455146
1/26/18,1353.15,0.082040286,0.006062911
1/29/18,1343.85,0.055157571,0.004104444
1/30/18,1344.9,0.058,0.004312588
1/31/18,1345.05,0.058262214,0.004331602
2002/1/18,1341.35,0.047585286,0.003547567
2002/2/18,1331.15,0.018555286,0.001393929
2002/5/18,1333.6,0.025423714,0.001906397
2002/6/18,1331.4,0.019155,0.001438711
2002/7/18,1324.65,0.0001405,1.06066E-05
2002/8/18,1315.45,-0.025630286,-0.001948404
2002/9/18,1314.1,-0.029329571,-0.002231913
2002/12/18,1322.3,-0.006406679,-0.00048451
2/13/18,1325.35,0.002083321,0.00015719
2/14/18,1336.25,0.0322715,0.00241508
2/15/18,1352.45,0.076933714,0.00568847
2/16/18,1352.1,0.0757575,0.005602951
2/19/18,1346.6,0.0604395,0.004488304
2/20/18,1339.85,0.041780821,0.003118321
2/21/18,1330.5,0.016120286,0.001211596
2/22/18,1328.35,0.010218,0.000769225
2/23/18,1327.95,0.009103286,0.000685514
2/26/18,1333.5,0.024119286,0.00180872
2/27/18,1325.75,0.003108214,0.000234449
2/28/18,1317.85,-0.018194,-0.001380582
2003/1/18,1307.75,-0.045295679,-0.003463634
2003/2/18,1322.3,-0.006166286,-0.00046633
2003/5/18,1320.4,-0.01123,-0.0008505
2003/6/18,1331.4,0.018133321,0.001361974
2003/7/18,1329.4,0.012766,0.000960283
2003/8/18,1321,-0.009549107,-0.00072287
2003/9/18,1320.6,-0.010582,-0.000801302
2003/12/18,1319.15,-0.01438,-0.001090096
3/13/18,1322.75,-0.0048685,-0.000368059
3/14/18,1323.55,-0.002755821,-0.000208214
3/15/18,1318.75,-0.015314214,-0.001161267
3/16/18,1310.1,-0.037859,-0.002889779
3/19/18,1312.4,-0.031770821,-0.002420818
3/20/18,1311,-0.035324679,-0.002694484
3/21/18,1321.35,-0.008419679,-0.000637203
3/22/18,1329.15,0.011757214,0.000884566
3/23/18,1346.6,0.056701,0.004210679
3/26/18,1352.4,0.071465286,0.005284331
3/27/18,1341.45,0.043205214,0.003220785
3/28/18,1332.45,0.020076714,0.001506752
3/29/18,1323.85,-0.001913286,-0.000144524
2004/3/18,1333.45,0.022519179,0.001688791
2004/4/18,1337.3,0.0322335,0.002410342
2004/5/18,1327.7,0.007848214,0.000591114
2004/6/18,1331.2,0.016666679,0.001252004
2004/9/18,1331.95,0.018513786,0.001389976
2004/10/18,1338.95,0.036055286,0.002692803
2004/11/18,1350.75,0.065538786,0.004852029
2004/12/18,1341.35,0.041875,0.003121855
4/13/18,1343.7,0.047630893,0.003544756
4/16/18,1349.35,0.061567214,0.004562731
4/17/18,1342.1,0.043424321,0.00323555
4/18/18,1351.45,0.066460429,0.004917713
4/19/18,1348.6,0.059259286,0.004394134
4/20/18,1336.75,0.029926214,0.002238729
4/23/18,1324.3,-0.000737214,-5.56682E-05
4/24/18,1328.85,0.010416679,0.000783887
4/25/18,1321.65,-0.007212714,-0.000545736
4/26/18,1320.7,-0.009512179,-0.000720238
4/27/18,1321.5,-0.0075425,-0.000570753
4/30/18,1313.2,-0.027669821,-0.002107053
2005/1/18,1307.1,-0.042372786,-0.00324174
2005/2/18,1304.2,-0.049275429,-0.003778211
2005/3/18,1315.05,-0.023012,-0.001749895
2005/4/18,1309.4,-0.0365385,-0.002790477
2005/8/18,1306.6,-0.0431655,-0.003303651
2005/9/18,1313.85,-0.025717714,-0.001957432
2005/10/18,1318.8,-0.0138425,-0.001049628
2005/11/18,1324.35,-0.000595286,-4.49493E-05
5/14/18,1319.85,-0.011282679,-0.000854846
5/15/18,1295,-0.070142179,-0.005416384
5/16/18,1291.25,-0.078841571,-0.006105833
5/17/18,1289.5,-0.082783,-0.006419775
5/18/18,1288.3,-0.085411714,-0.0066298
5/21/18,1288.35,-0.085093786,-0.006604866
5/22/18,1293.05,-0.073887571,-0.005714208
5/23/18,1289,-0.0831775,-0.00645287
5/24/18,1304.85,-0.046037286,-0.003528167
5/25/18,1303.5,-0.049069714,-0.003764458
5/29/18,1295.5,-0.067517429,-0.005211689
5/30/18,1300.7,-0.055324107,-0.00425341
5/31/18,1305.35,-0.044457286,-0.003405775
2006/1/18,1294.6,-0.0691245,-0.005339448
2006/4/18,1295.45,-0.0670115,-0.005172836
2006/5/18,1292.05,-0.074656,-0.005778105
2006/6/18,1300.1,-0.056064107,-0.004312292
2006/7/18,1297.25,-0.062442893,-0.004813482
2006/8/18,1298.25,-0.060022714,-0.004623356
2006/11/18,1299.6,-0.056818179,-0.004371974
2006/12/18,1298.65,-0.0588435,-0.004531128
6/13/18,1296.15,-0.0643665,-0.004965976
6/14/18,1302.75,-0.049322821,-0.003786054
6/15/18,1285.25,-0.088626214,-0.00689564
6/18/18,1281.55,-0.0967415,-0.007548789
6/19/18,1276.15,-0.108632286,-0.008512501
6/20/18,1274.2,-0.112751679,-0.008848821
6/21/18,1266.15,-0.130468714,-0.010304365
6/22/18,1269.15,-0.123496679,-0.009730661
6/25/18,1268.7,-0.124222286,-0.009791305
6/26/18,1260.3,-0.142572,-0.011312545
6/27/18,1254.6,-0.154867286,-0.012343957
6/28/18,1251.55,-0.161258286,-0.012884686
6/29/18,1250.45,-0.163326,-0.013061378
2007/2/18,1247.8,-0.168791179,-0.013527102
2007/3/18,1251.75,-0.159758714,-0.012762829
2007/4/18,1255.65,-0.150875286,-0.012015712
2007/5/18,1255.5,-0.150873429,-0.012017
2007/6/18,1255.35,-0.1508715,-0.012018282
2007/9/18,1262.05,-0.135978286,-0.010774398
2007/10/18,1254,-0.153145321,-0.012212546
2007/11/18,1251.4,-0.1584415,-0.01266114
2007/12/18,1245.9,-0.169978429,-0.013643023
7/13/18,1241.7,-0.178663821,-0.014388646
7/16/18,1241.1,-0.179569786,-0.014468599
7/17/18,1232.8,-0.196995714,-0.015979536
7/18/18,1224.5,-0.214346786,-0.017504842
7/19/18,1217.55,-0.228739321,-0.018786852
7/20/18,1228.75,-0.204371,-0.016632431
7/23/18,1224.95,-0.212021286,-0.017308567
7/24/18,1228.35,-0.2043525,-0.016636341
7/25/18,1231.5,-0.197245714,-0.016016704
7/26/18,1228.25,-0.203699821,-0.016584557
7/27/18,1223.95,-0.212341714,-0.017348888
7/30/18,1223.8,-0.2122105,-0.017340293
7/31/18,1220.95,-0.217752214,-0.017834654
2008/1/18,1219,-0.221383679,-0.018161089
2008/2/18,1215.45,-0.228347286,-0.018787057
2008/3/18,1216.3,-0.226096,-0.018588835
2008/6/18,1209.65,-0.239479179,-0.019797394
2008/7/18,1212.35,-0.233368,-0.019249227
2008/8/18,1209.55,-0.238693,-0.019734033
2008/9/18,1214.35,-0.228260786,-0.018796952
2008/10/18,1214.4,-0.227686,-0.018748847
8/13/18,1200.35,-0.2561855,-0.021342567
8/14/18,1197,-0.2625515,-0.021934127
8/15/18,1182,-0.292813214,-0.024772692
8/16/18,1180.4,-0.295491821,-0.025033194
8/17/18,1178.4,-0.2989775,-0.025371478
8/20/18,1184.35,-0.2862245,-0.024167223
8/21/18,1190.95,-0.272199571,-0.022855667
8/22/18,1196.65,-0.260061,-0.02173242
8/23/18,1192.35,-0.2682555,-0.02249805
8/24/18,1197.7,-0.256882571,-0.02144799
8/28/18,1212.25,-0.226969679,-0.018723009
8/29/18,1204.2,-0.242742,-0.020157947
8/30/18,1197.3,-0.256136821,-0.021392869
8/31/18,1202.45,-0.245281214,-0.020398454
2009/3/18,1200.05,-0.249599179,-0.020799065
2009/4/18,1190.85,-0.2675,-0.022462947
2009/5/18,1196.7,-0.2552895,-0.02133279
2009/6/18,1205.15,-0.237948179,-0.019744279
2009/7/18,1198.9,-0.249900571,-0.020844155
2009/10/18,1196.6,-0.253968286,-0.021224159
2009/11/18,1189.85,-0.266831679,-0.022425657
2009/12/18,1195.6,-0.254940714,-0.021323245
9/13/18,1209.8,-0.22643,-0.018716317
9/14/18,1201.95,-0.241437,-0.020087108
9/17/18,1201.9,-0.241060821,-0.020056645
9/18/18,1200.2,-0.2439215,-0.020323404
9/19/18,1203.3,-0.237377679,-0.019727223
9/20/18,1208.35,-0.227050714,-0.018790145
9/21/18,1198.7,-0.245419214,-0.020473781
9/24/18,1202.75,-0.237062286,-0.019710022
9/25/18,1201.9,-0.2382525,-0.019822989
9/26/18,1194.25,-0.252616286,-0.021152714
9/27/18,1185.4,-0.269245679,-0.022713487
9/28/18,1187.25,-0.2651545,-0.022333502
2010/1/18,1189.35,-0.260597321,-0.021910903
2010/2/18,1204.7,-0.230576893,-0.019139777
2010/3/18,1201.2,-0.236852179,-0.019717964
2010/4/18,1203.45,-0.232088214,-0.019285239
2010/5/18,1203.8,-0.230975214,-0.019187175
2010/8/18,1186.95,-0.262690786,-0.02213158
2010/9/18,1185.55,-0.264857214,-0.022340451
2010/10/18,1188.6,-0.258555214,-0.021752921
2010/11/18,1205.55,-0.225901321,-0.018738445
2010/12/18,1219.75,-0.1985795,-0.016280344
10/15/18,1229.95,-0.1789225,-0.014547136
10/16/18,1230.7,-0.177169821,-0.014395858
10/17/18,1229.05,-0.1799435,-0.014640861
10/18/18,1223,-0.1909775,-0.015615495
10/19/18,1227.85,-0.181519679,-0.014783539
10/22/18,1222.3,-0.191573,-0.015673157
10/23/18,1235.95,-0.165701,-0.013406772
10/24/18,1230.55,-0.1754665,-0.014259193
10/25/18,1230.8,-0.174674214,-0.014191925
10/26/18,1233.85,-0.168680286,-0.013671053
10/29/18,1230.8,-0.174026,-0.014139259
10/30/18,1225.4,-0.183703714,-0.014991326
10/31/18,1214.95,-0.202680286,-0.016682192
2011/1/18,1231.15,-0.172417,-0.014004549
2011/2/18,1232.1,-0.170349821,-0.013825974
2011/5/18,1232.25,-0.169761,-0.013776506
2011/6/18,1231.6,-0.170642179,-0.013855325
2011/7/18,1229.95,-0.173351679,-0.014094205
2011/8/18,1224.15,-0.183638,-0.015001266
2011/9/18,1211.4,-0.206569321,-0.017052115
2011/12/18,1205.55,-0.216848821,-0.017987543
11/13/18,1202.1,-0.222727286,-0.018528183
11/14/18,1203.25,-0.220236,-0.018303428
11/15/18,1211.85,-0.204257286,-0.016854997
11/16/18,1222.4,-0.184810214,-0.015118637
11/19/18,1221.6,-0.1859205,-0.015219425
11/20/18,1223,-0.183063,-0.014968357
11/21/18,1226.1,-0.177158286,-0.014448926
11/22/18,1227.05,-0.175134679,-0.014272823
11/23/18,1223.65,-0.180914,-0.014784783
11/26/18,1223.4,-0.1810375,-0.014797899
11/27/18,1221.2,-0.184642786,-0.015119783
11/28/18,1213.25,-0.198484786,-0.01635976
11/29/18,1226.25,-0.175,-0.014271152
11/30/18,1217.55,-0.190142179,-0.015616786
2012/3/18,1230.3,-0.1671985,-0.013590059
2012/4/18,1240.3,-0.1492035,-0.01202963
2012/5/18,1235.9,-0.156713714,-0.012680129
2012/6/18,1242.55,-0.144709,-0.011646131
2012/7/18,1243.3,-0.143133821,-0.011512412
2012/10/18,1245.35,-0.1392795,-0.011183964
2012/11/18,1245.3,-0.139122821,-0.011171832
2012/12/18,1245.75,-0.138091,-0.011084969
12/13/18,1242.75,-0.143094429,-0.011514337
12/14/18,1235.35,-0.155759214,-0.012608509
12/17/18,1241.65,-0.144512179,-0.011638721
12/18/18,1246.3,-0.136173821,-0.010926247
12/19/18,1255,-0.120833321,-0.009628153
12/20/18,1259.75,-0.112391679,-0.008921745
12/21/18,1258.15,-0.114965429,-0.009137657
12/27/18,1268,-0.097586179,-0.007696071
12/28/18,1279,-0.078485429,-0.006136468
2001/2/19,1282.9,-0.071526571,-0.005575382
2001/3/19,1290.45,-0.058476,-0.004531443
2001/4/19,1279.9,-0.076410286,-0.00597002
2001/7/19,1292.2,-0.055290214,-0.004278766
2001/8/19,1286.45,-0.0649915,-0.005052004
2001/9/19,1288.6,-0.0612245,-0.004751242
2001/10/19,1291.9,-0.055517821,-0.004297378
2001/11/19,1288.95,-0.060423714,-0.004687825
1/14/19,1292.75,-0.053891714,-0.004168765
1/15/19,1294.4,-0.0510135,-0.003941092
1/16/19,1292.3,-0.054468821,-0.004214874
1/17/19,1290.7,-0.057070714,-0.004421687
1/18/19,1284.2,-0.067899214,-0.005287277
1/21/19,1279.55,-0.075587286,-0.005907334
