,gold_price,7day_zdf_exp,zdf_real,std_1_yesterday,std_past_7day,,bit_price,7day_zdf_exp,zdf_real,std_1_yesterday,std_past_7day
42,0,0,-0.0518658,0.585814062,0.403847161,,653.25,0.115175,-0.284730195,1.026278399,1.609853266
43,1265.55,-0.149054595,0.304215558,0.578895875,0.403847161,,651.39,0.106177,0.601790018,1.015893737,1.603674445
44,1269.4,-0.119529859,0.086655113,0.575688528,0.406274823,,655.31,0.116739,-0.589034198,1.006704069,1.574976899
45,1270.5,-0.122362017,-0.334513971,0.569866458,0.239052974,,651.45,0.101654,4.72330954,1.000871608,1.501153104
46,1266.25,-0.147011488,0.533070089,0.564505411,0.249369865,,682.22,0.135432,0.80032834,1.200982787,2.130002429
47,1273,-0.092651911,-0.078554595,0.566183725,0.281252256,,687.68,0.234745,-0.257387157,1.19098162,2.124962815
48,0,0,-0.0518658,0.56013462,0.28401584,,685.91,0.195179,1.762621918,1.180272085,1.863152225
49,0,0,-0.0518658,0.554306467,0.28401584,,698,0.133019,0.573065903,1.188738725,1.843511471
50,1272,-0.116058971,1.293238994,0.548656554,0.28401584,,702,0.185183,-0.710826211,1.177468999,1.773763067
51,1288.45,-0.026719441,1.187473321,0.57688468,0.549108786,,697.01,0.054078,5.210829113,1.173375376,1.898690825
52,1303.75,0.023171916,-0.21093001,0.597139154,0.658213662,,733.33,0.50185,-6.430938322,1.351541143,2.351852264
53,1301,-0.054872142,0.138355111,0.591815464,0.637928113,,686.17,0.137431,-0.361426469,1.628874286,3.488760346
54,1302.8,-0.035967852,-1.515965613,0.586747348,0.639005889,,683.69,0.195736,3.086194035,1.615239049,3.479476815
55,0,0,-0.0518658,0.614264969,0.945244239,,704.79,0.21675,1.022999759,1.647204762,3.667567701
56,0,0,-0.0518658,0.608660062,0.945244239,,712,0.230587,-0.286516854,1.635496594,3.633849953
57,1283.05,-0.133673148,-0.0545575,0.603205837,0.945244239,,709.96,0.23185,-0.139444476,1.622418748,3.639236934
58,1282.35,-0.079625395,-0.074082739,0.597894392,0.789043494,,708.97,0.228488,1.686954314,1.608921199,3.621279175
59,1281.4,-0.080055469,-1.084751054,0.592718046,0.563020973,,720.93,0.238402,0.079064542,1.606083026,3.019854549
60,1267.5,-0.131667602,-2.449704142,0.602115354,0.641671502,,721.5,0.241702,-0.838530839,1.592593167,1.288239071
61,1236.45,-0.274464515,-1.848032674,0.669378966,0.957678554,,715.45,0.234278,-1.640925292,1.585528463,1.365704671
62,0,0,-0.0518658,0.699002371,1.008546629,,703.71,0.214562,-0.203208708,1.59057655,1.110102509
63,0,0,-0.0518658,0.693459049,1.008546629,,702.28,0.200451,0.595204192,1.578566741,1.011035179
64,1213.6,-0.31664768,1.10003296,0.688045534,1.008546629,,706.46,0.19887,0.629901198,1.566743797,1.051387753
65,1226.95,-0.159892294,0.183381556,0.700026753,1.222831457,,710.91,0.201885,0.115345121,1.555319012,1.082172253
66,1229.2,-0.166928978,-0.199316629,0.695694483,1.2462393,,711.73,0.202253,3.544883593,1.543360903,0.814424896
67,1226.75,-0.165764549,-1.283880171,0.690462519,1.2337577,,736.96,0.226806,1.432913591,1.584667866,1.636790756
68,1211,-0.199345278,0.268373245,0.699508059,0.973915987,,747.52,0.246848,0.1953125,1.579143842,1.59468117
69,0,0,-0.0518658,0.696116482,0.708167192,,748.98,0.252111,-2.659617079,1.567525666,1.276360834
70,0,0,-0.0518658,0.69113016,0.708167192,,729.06,0.231686,1.298932872,1.595363228,1.842718075
71,1214.25,-0.176297565,-0.164710727,0.686249476,0.708167192,,738.53,0.230774,-0.211230417,1.588900121,1.864625785
72,1212.25,-0.1830318,-2.21901423,0.681408336,0.513947556,,736.97,0.227523,0.632318819,1.578629061,1.893104229
73,1185.35,-0.238680736,0.063272451,0.719246591,0.890553019,,741.63,0.228805,-0.56362337,1.568270229,1.884252544
74,1186.1,-0.225227032,0.134895877,0.714793274,0.912021488,,737.45,0.22354,-0.245440369,1.560390108,1.391166312
75,1187.7,-0.211057082,-0.058937442,0.710770483,0.862874645,,735.64,0.217549,-0.26779403,1.550837388,1.243422434
76,0,0,-0.0518658,0.706106345,0.836109057,,733.67,0.211507,-0.778279063,1.541549861,1.229769059
77,0,0,-0.0518658,0.701546,0.836109057,,727.96,0.201706,-0.08929062,1.535678814,0.728515405
78,1187,-0.214218059,-0.037910699,0.697072864,0.836109057,,727.31,0.195695,0.742461949,1.526068024,0.442766601
79,1186.55,-0.20591326,-0.712148666,0.692711862,0.841779239,,732.71,0.197603,1.362066848,1.517423994,0.572718242
80,1178.1,-0.217783298,-1.379339615,0.691157674,0.278898036,,742.69,0.206029,-0.086173235,1.513189857,0.760058232
81,1161.85,-0.2363067,1.002711193,0.700082616,0.543668269,,742.05,0.206891,4.094063742,1.504123206,0.71896685
82,1173.5,-0.229174706,-0.962931402,0.707778515,0.728921878,,772.43,0.231607,-1.048638712,1.554524021,1.649340186
83,0,0,-0.0518658,0.708953998,0.781234288,,764.33,0.232127,-0.177933615,1.55185374,1.749911365
84,0,0,-0.0518658,0.70478676,0.781234288,,762.97,0.228592,-1.093096714,1.54322057,1.68462797
85,1162.2,-0.236978213,0.886250215,0.700692111,0.781234288,,754.63,0.218576,0.263705392,1.540969496,1.800297662
86,1172.5,-0.208071106,0.439232409,0.705748951,0.903981864,,756.62,0.2147,0.313235177,1.531880282,1.800498912
87,1177.65,-0.199748855,-0.560438161,0.704513493,0.896010265,,758.99,0.213976,1.413720866,1.522968039,1.757346976
88,1171.05,-0.209308417,-0.636181205,0.701834768,0.725750592,,769.72,0.22075,0.038975212,1.519340724,1.790190532
89,1163.6,-0.21700318,-0.644551392,0.699719045,0.646034143,,770.02,0.221884,-0.122074751,1.510856099,0.864284824
90,0,0,-0.0518658,0.69766757,0.586401041,,769.08,0.219764,1.029801841,1.50286162,0.747364685
91,0,0,-0.0518658,0.693878669,0.586401041,,777,0.223192,0,1.496735236,0.811596584
92,1156.1,-0.22508989,0.211919384,0.690150805,0.586401041,,777,0.223057,0.127413127,1.488728839,0.578876802
93,1158.55,-0.215218111,0.319364723,0.687475905,0.43557741,,777.99,0.221998,-0.398462705,1.480673705,0.587226939
94,1162.25,-0.206850622,-3.037212304,0.685529893,0.408467448,,774.89,0.217909,0.240034069,1.474220479,0.661675421
95,1126.95,-0.257918956,0.412618129,0.743374304,1.157220136,,776.75,0.216131,-0.11200515,1.466358017,0.445300076
96,1131.6,-0.247181115,0.410922587,0.741936968,1.211687596,,775.88,0.213542,1.652317369,1.459075826,0.454059981
97,0,0,-0.0518658,0.740462279,1.242330306,,788.7,0.219879,-0.038037277,1.458506897,0.720510189
98,0,0,-0.0518658,0.736731699,1.242330306,,788.4,0.220793,0.034246575,1.45127366,0.666775634
99,1136.25,-0.236806538,-0.928492849,0.733056914,1.242330306,,788.67,0.221162,0.560437192,1.44401784,0.665099976
100,1125.7,-0.248859243,0.706227236,0.733306642,1.245641091,,793.09,0.220511,3.923892623,1.437039613,0.675642107
101,1133.65,-0.233941986,-0.202884488,0.734879839,1.291548739,,824.21,0.238187,1.305492532,1.475729118,1.467091495
102,1131.35,-0.233991275,0.287267424,0.731241799,0.537603601,,834.97,0.250322,7.945195636,1.471841289,1.442956996
103,0,0,-0.0518658,0.72902108,0.525148078,,901.31,0.301244,-1.076211292,1.646965488,2.871312267
104,0,0,-0.0518658,0.725554091,0.496706887,,891.61,0.291133,0.111035094,1.645113399,3.131129404
105,0,0,-0.0518658,0.72213608,0.496706887,,892.6,0.289097,0.529912615,1.637366246,3.116957159
106,0,0,-0.0518658,0.718765904,0.496706887,,897.33,0.289833,3.68203448,1.629635931,3.074729468
107,0,0,-0.0518658,0.71544246,0.312148946,,930.37,0.860381,-0.003224524,1.653423193,3.074441749
108,1134.6,-0.223279863,0.995945708,0.712164677,0.148751858,,930.34,0.691478,3.551389814,1.646115697,3.096728308
109,1145.9,-0.205193806,0.445065014,0.717410896,0.395414984,,963.38,1.032267,-1.165687475,1.666270846,3.154585942
110,0,0,-0.0518658,0.716336129,0.409055692,,952.15,0.824727,0.627002048,1.665454109,2.018788084
111,0,0,-0.0518658,0.713122896,0.409055692,,958.12,0.724112,4.133093976,1.658004257,1.849961202
112,0,0,-0.0518658,0.709952513,0.409055692,,997.72,1.06218,1.829170509,1.68771436,2.116093572
113,0,0,-0.0518658,0.706824037,0.409055692,,1015.97,1.190734,-0.250991663,1.685257876,2.060583671
114,1151,-0.193365856,1.151172893,0.703736552,0.409055692,,1013.42,1.074244,11.1839119,1.679066781,1.99963173
115,1164.25,-0.174339428,1.069357956,0.710880854,0.534405734,,1126.76,1.815283,-11.72299336,1.948757246,4.149655006
116,1176.7,-0.157113113,-0.072235914,0.716442863,0.549903971,,994.67,1.016643,0.500668563,2.249520035,6.851820818
117,1175.85,-0.15617806,0.225368882,0.713359762,0.569588372,,999.65,0.386785,-10.28559996,2.239812075,6.806538954
118,0,0,-0.0518658,0.710999704,0.552264064,,896.83,0.252197,1.261108571,2.438703118,8.020851964
119,0,0,-0.0518658,0.708002877,0.552264064,,908.14,0.241269,0.258770674,2.42981246,7.805435439
120,1178.5,-0.151184329,0.933389902,0.705043627,0.552264064,,910.49,0.241681,-0.487649507,2.419595522,7.730453144
121,1189.5,-0.134694343,-0.920554855,0.708504187,0.567954719,,906.05,0.28043,-13.33590861,2.410689653,7.725649519
122,1178.55,-0.147527937,2.248525731,0.709437556,0.675848142,,785.22,0.176615,-0.547617228,2.701230395,6.581497235
123,1205.05,-0.116714707,-1.219866396,0.737840281,1.00607257,,780.92,0.165331,5.809814065,2.691047868,5.956591726
124,1190.35,-0.131141807,1.062712648,0.741794358,1.163721279,,826.29,0.190614,-1.01417178,2.726649713,6.790917057
125,0,0,-0.0518658,0.746082231,1.212821638,,817.91,0.201126,0.200511059,2.718051755,5.853111393
126,0,0,-0.0518658,0.74310001,1.212821638,,819.55,0.187351,1.336099079,2.70716245,5.793696357
127,1203,-0.11618464,1.08478803,0.740153269,1.212821638,,830.5,0.205411,8.830824804,2.69809839,5.856050351
128,1216.05,-0.101436842,-0.106903499,0.744512733,1.227555704,,903.84,0.265719,0.305363781,2.792058811,6.982164971
129,1214.75,-0.101606889,-1.539411402,0.741602278,1.126242995,,906.6,0.232266,-1.191388154,2.781131957,3.723350231
130,1196.05,-0.11942087,0.376238452,0.749711169,1.006989746,,895.798875,0.240805,-0.243111212,2.773551844,3.807553718
131,1200.55,-0.113546859,1.024530424,0.74794387,0.889640398,,893.6210875,0.229017,0.225924895,2.763302341,3.482020665
132,0,0,-0.0518658,0.751359356,0.882920981,,895.64,0.235695,2.563934728,2.752746362,3.382200853
133,0,0,-0.0518658,0.748511985,0.882920981,,918.603625,0.247801,0.377745897,2.749221919,3.366017327
134,1212.85,-0.100150375,0.325679185,0.745696741,0.882920981,,922.0736125,0.241809,-0.228139323,2.738869812,3.402091293
135,1216.8,-0.095261318,-1.791584484,0.743729107,0.783560387,,919.97,0.241499,-2.926657934,2.729057817,1.149138331
136,1195,-0.115374346,-0.443514644,0.755415108,1.038054195,,893.045625,0.215899,2.565448434,2.733221386,1.662058697
137,1189.7,-0.119357821,-0.407665798,0.753239851,0.880868132,,915.95625,0.24743,-0.098940315,2.729996447,1.88177717
138,1184.85,-0.122861899,0.670971009,0.750966109,0.861709978,,915.05,0.224219,0.575077865,2.720249657,1.875190663
139,0,0,-0.0518658,0.751051687,0.784951972,,920.31225,0.241744,-0.475843932,2.710463467,1.875853833
140,0,0,-0.0518658,0.748351754,0.784951972,,915.933,0.22363,-0.408654345,2.701533132,1.627991822
141,1192.8,-0.113913714,1.676727029,0.745680732,0.784951972,,912.19,0.229827,5.757142152,2.692555696,1.622273403
142,1212.8,-0.09406467,-0.754452507,0.757653319,1.065907072,,964.706075,0.264908,1.55464969,2.721665923,2.752930905
143,1203.65,-0.101501033,1.520375524,0.75710951,0.830750767,,979.703875,0.251814,0.379311044,2.713943984,2.238621263
144,1221.95,-0.084005074,-0.552395761,0.766165244,0.943977455,,983.42,0.259755,3.010616014,2.704438728,2.193267087
145,1215.2,-0.089134984,0.950460829,0.764552176,0.965239481,,1013.027,0.271786,1.774129712,2.704033394,2.238485161
146,0,0,-0.0518658,0.76660464,0.98622992,,1030.999413,0.273276,0.297826261,2.697182116,2.202879508
147,0,0,-0.0518658,0.763975654,0.98622992,,1034.07,0.271968,-0.972492191,2.687938697,2.094858004
148,1226.75,-0.07819961,0.346443856,0.761373532,0.98622992,,1024.01375,0.263385,2.548427694,2.681097764,2.200601007
149,1231,-0.073821104,0.90170593,0.759548024,0.809523945,,1050.11,0.282208,0.259972765,2.677955078,1.399634896
150,1242.1,-0.063865171,-0.426696723,0.76108189,0.720922783,,1052.84,0.26853,-7.288571863,2.668974236,1.434310628
151,1236.8,-0.067609193,-0.687257439,0.759138506,0.598777892,,976.103,0.225269,2.356359933,2.732432409,3.485961586
152,1228.3,-0.073963242,-0.49255068,0.758334619,0.62700168,,999.1035,0.266609,-0.151485807,2.728290316,3.397789991
153,0,0,-0.0518658,0.756632778,0.548478603,,997.59,0.234401,0.30219078,2.719603497,3.29271893
154,0,0,-0.0518658,0.754156923,0.548478603,,1000.604625,0.255397,-0.072681055,2.710703746,3.292878234
155,1222.25,-0.078260749,0.69543874,0.751705215,0.548478603,,999.877375,0.237964,0.132278721,2.702098477,3.285306654
156,1230.75,-0.07060585,-0.515945562,0.751751004,0.605152969,,1001.2,0.248076,1.111265282,2.693421303,3.05603828
157,1224.4,-0.075078896,1.319013394,0.750217215,0.468592709,,1012.325988,0.246018,2.260352621,2.685475241,3.114088336
158,1240.55,-0.061592908,0.11285317,0.755872501,0.730677624,,1035.208125,0.258994,-0.000784866,2.681230705,1.079813843
159,1241.95,-0.059953667,-0.374411208,0.753594339,0.658679976,,1035.2,0.247502,2.070820904,2.672885229,0.880253413
160,0,0,-0.0518658,0.751647793,0.640894757,,1056.637138,0.265422,-0.365106607,2.667907518,0.994575562
161,0,0,-0.0518658,0.749295283,0.640894757,,1052.779286,0.248213,-0.181356722,2.660185006,1.081659066
162,1237.3,-0.062997194,-0.331366686,0.746964724,0.640894757,,1050.87,0.256428,6.938862942,2.652256306,1.095849504
163,1233.2,-0.065589483,0.279759974,0.744968141,0.61542426,,1123.788429,0.288541,-0.050297813,2.693798857,2.547548266
164,1236.65,-0.062385581,0.909715764,0.743146584,0.572990149,,1123.223188,0.272968,0.604226486,2.685753751,2.62812715
165,1247.9,-0.05344631,0.4607741,0.744678786,0.435747663,,1130.01,0.274589,3.969544517,2.677601162,2.625401076
166,1253.65,-0.048788577,0.283173134,0.743475291,0.460534324,,1174.86625,0.29175,-2.064961522,2.683820411,2.72744555
167,0,0,-0.0518658,0.741671781,0.406780291,,1150.605714,0.271549,-0.020486079,2.682628434,3.096012176
168,0,0,-0.0518658,0.739448081,0.406780291,,1150.37,0.274247,3.510344498,2.674786682,3.068398379
169,1257.2,-0.045821542,-0.127266942,0.737244263,0.406780291,,1190.75195,0.290586,-0.267617786,2.677503408,3.085825156
170,1255.6,-0.046571019,-1.210576617,0.735087073,0.366490028,,1187.565286,0.280404,0.279960524,2.670093299,2.166925298
171,1240.4,-0.057043131,-0.185424057,0.738319737,0.658372921,,1190.89,0.280757,5.753748625,2.662249282,2.148550865
172,1238.1,-0.058220929,-0.936919473,0.736227978,0.532690867,,1259.410817,0.306449,2.042953947,2.685466059,2.822704995
173,1226.5,-0.066102228,0.362821035,0.737155539,0.537950682,,1285.14,0.302343,0.144731313,2.680393366,2.640564108
174,0,0,-0.0518658,0.735713756,0.553593312,,1287,0.297928,-1.248383838,2.672740152,2.275414054
175,0,0,-0.0518658,0.733596642,0.553593312,,1270.9333,0.290372,0.335507379,2.668158246,2.463819989
176,1230.95,-0.06236021,-1.161704375,0.7314977,0.553593312,,1275.197375,0.292318,0.337408552,2.660536918,2.310815747
177,1216.65,-0.072135971,-0.612337155,0.734140545,0.628323888,,1279.5,0.291593,-9.543313794,2.652980089,2.266128308
178,1209.2,-0.076963713,-0.219153159,0.73322612,0.544688739,,1157.3933,0.243042,3.030589774,2.749351681,4.645475899
179,1206.55,-0.078272761,-0.323235672,0.731254581,0.542860191,,1192.469143,0.273582,-0.031794785,2.748723122,4.139405817
180,1202.65,-0.080477048,0.128882052,0.729461743,0.484661042,,1192.09,0.266396,-1.084660135,2.741225816,3.981531202
181,0,0,-0.0518658,0.727578508,0.437610777,,1179.159875,0.259793,4.09908368,2.735828566,3.949790685
182,0,0,-0.0518658,0.725566598,0.437610777,,1227.494625,0.279599,0.015101899,2.742062041,4.421528719
183,1204.2,-0.07872708,0.033217074,0.723571288,0.437610777,,1227.68,0.27033,1.440993256,2.734676397,4.414199355
184,1204.6,-0.077826664,-0.481487631,0.721628589,0.251278638,,1245.370786,0.275514,0.965884148,2.728252408,4.466570106
185,1198.8,-0.081347499,2.548381715,0.720315047,0.213799487,,1257.399625,0.275674,-0.031781861,2.721128887,1.826172223
186,1229.35,-0.059599977,0.02033595,0.743532873,1.031968624,,1257,0.272192,-13.19237168,2.713965802,1.676639643
187,1229.6,-0.05897778,0.227716331,0.741551107,1.007631859,,1091.171888,0.202714,-12.73305581,2.88381752,5.573211604
188,0,0,-0.0518658,0.739849283,1.005418014,,952.2323625,0.184663,1.623305205,3.030103594,7.094789692
189,0,0,-0.0518658,0.737878975,1.005418014,,967.69,0.189203,8.411215162,3.023626846,6.748145207
190,1232.4,-0.056676792,0.746510873,0.735924325,1.005418014,,1049.084488,0.21444,6.629166268,3.072753043,8.025653737
191,1241.6,-0.050262582,0.600032216,0.736253675,1.007577306,,1118.630043,0.232605,-0.503298033,3.098426724,8.607416842
192,1249.05,-0.045138785,-0.124094312,0.735809073,0.925421401,,1113,0.229929,-6.667654987,3.090928901,8.563898119
193,1247.5,-0.045780458,-0.0518658,0.733912997,0.347250968,,1038.789,0.208064,-9.325212887,3.124011303,8.752462648
194,1247.5,-0.045443825,0.805611222,0.73200939,0.354313038,,941.9197143,0.175267,-1.48523426,3.191872654,8.047511492
195,0,0,-0.0518658,0.732654181,0.426012994,,927.93,0.169266,3.109751005,3.18610638,6.467326871
196,0,0,-0.0518658,0.730773642,0.426012994,,956.7863125,-0.354717,8.407617924,3.184449512,6.560453721
197,1257.55,-0.038918214,-0.02385591,0.728907511,0.426012994,,1037.22925,-0.469698,0.367397082,3.228768395,6.559687344
198,1257.25,-0.038818334,-0.489162855,0.727056077,0.378499303,,1041.04,0.409551,-0.044618843,3.220565404,5.902826576
199,1251.1,-0.042264967,-0.183838222,0.72591571,0.389936886,,1040.5755,0.636198,-0.256680078,3.212522823,5.910129262
200,1248.8,-0.043355902,-0.316303652,0.724158498,0.393787602,,1037.90455,0.566745,-0.304897979,3.204693253,5.317292499
201,1244.85,-0.045435417,0.192794313,0.722602679,0.411144985,,1034.74,0.354034,5.043737654,3.196964851,3.395069617
202,0,0,-0.0518658,0.720996319,0.22145346,,1086.929571,-0.087072,1.126066888,3.206376793,3.367343852
203,0,0,-0.0518658,0.719209708,0.22145346,,1099.169125,0.127777,-1.744874793,3.198918942,3.374421008
204,1247.25,-0.043673547,0.833834436,0.717436314,0.22145346,,1079.99,0.382793,5.704716062,3.194346046,2.142597322
205,1257.65,-0.037226718,-0.942233531,0.718293815,0.430179116,,1141.600363,0.161431,-0.746412604,3.208597314,2.87227973
206,1245.8,-0.043925372,0.537807032,0.71929693,0.535556885,,1133.079314,0.315274,0.039775327,3.201672534,2.940926651
207,1252.5,-0.039699914,1.113772455,0.718685759,0.578659267,,1133.53,0.313716,5.021856501,3.19396211,2.917482702
208,1266.45,-0.031449144,-1.294958348,0.721402941,0.680043704,,1190.45425,0.139334,-0.781585013,3.202713417,3.116240092
209,0,0,-0.0518658,0.72492312,0.893693098,,1181.149838,0.256508,0.243843914,3.195989905,2.961734979
210,0,0,-0.0518658,0.723187147,0.893693098,,1184.03,0.273002,2.002894775,3.188344857,2.98563682
211,1250.05,-0.0405698,0.22799088,0.721463587,0.893693098,,1207.744875,0.218327,1.562595163,3.182756735,2.712918751
212,1252.9,-0.038667052,1.708037353,0.719989551,0.828794298,,1226.617038,0.215614,-0.613642055,3.176267359,2.049334961
213,1274.3,-0.026491704,0.772973397,0.72820757,0.957158471,,1219.09,0.276912,-3.204544947,3.169487784,2.030476044
214,1284.15,-0.020999625,-0.404937118,0.728576305,0.970411493,,1180.023713,0.332732,0.443749049,3.171455459,2.595845742
215,0,0,-0.0518658,0.727326272,0.939506092,,1185.260057,0.193531,-1.257112894,3.164043125,1.729596954
216,0,0,-0.0518658,0.725634392,0.716413256,,1170.36,0.168659,1.415582641,3.158573762,1.771961468
217,0,0,-0.0518658,0.723954265,0.716413256,,1186.927413,0.121901,1.576125195,3.152092859,1.864699443
218,0,0,-0.0518658,0.722285754,0.716413256,,1205.634875,0.1611,-2.377575134,3.145919277,1.795912348
219,1278.95,-0.023637968,0.007818914,0.720628727,0.729246048,,1176.97,0.313312,3.480130165,3.1441217,1.837487198
220,1279.05,-0.023429186,0.238458231,0.718986151,0.357825024,,1217.930088,0.201514,1.950541926,3.144060283,2.390876263
221,1282.1,-0.021665838,-0.019499259,0.717577604,0.188196849,,1241.686325,0.202753,-0.407214358,3.138738397,1.996845994
222,1281.85,-0.021655999,-0.971252487,0.71595256,0.106466454,,1236.63,0.278883,1.995845564,3.132056659,2.043761168
223,0,0,-0.0518658,0.717120691,0.385783285,,1261.311225,0.233406,-0.263464872,3.126913102,1.909705868
224,0,0,-0.0518658,0.715512097,0.385783285,,1257.988113,0.260519,-1.36313792,3.120179196,1.966665008
225,1269.4,-0.028054908,-0.1260438,0.713914279,0.385783285,,1240.84,0.274867,3.108756004,3.115337411,2.095505249
226,1267.8,-0.028719238,-0.469316927,0.712352808,0.384340889,,1279.414688,0.152505,2.320997819,3.113790777,1.885563547
227,1261.85,-0.031674248,0.075286286,0.711363113,0.39605722,,1309.109875,0.164676,-1.611008778,3.109593371,1.694668168
228,1262.8,-0.030973969,0.289040228,0.709832446,0.369347539,,1288.02,0.304223,3.359763746,3.105531283,1.900942328
229,1266.45,-0.028877831,-0.868569624,0.708597792,0.414407227,,1331.294429,0.22507,0.276768904,3.105008602,2.10979264
230,0,0,-0.0518658,0.709189102,0.38259891,,1334.979038,0.266289,-0.148244875,3.098229503,2.08508857
231,0,0,-0.0518658,0.70764636,0.38259891,,1333,0.278678,6.31453961,3.09168361,2.075425755
232,0,0,-0.0518658,0.706113642,0.38259891,,1417.172813,0.145251,2.462894763,3.109494688,2.658320165
233,1255.45,-0.034424916,-0.410211478,0.704590841,0.385099916,,1452.076288,0.23451,-0.311711446,3.105713151,2.622197088
234,1250.3,-0.036910396,-1.747580581,0.703499387,0.377799787,,1447.55,0.354549,4.196202204,3.099404421,2.730562745
235,1228.45,-0.048314421,-0.032561358,0.710786968,0.691950199,,1508.292125,0.250147,1.660351174,3.102616487,2.508976833
236,1228.05,-0.048233483,0.142502341,0.709273608,0.646747228,,1533.335071,0.251939,-0.951199205,3.097048977,2.472099268
237,0,0,-0.0518658,0.707875507,0.652961306,,1518.75,0.249233,1.127139358,3.091786611,2.656766437
238,0,0,-0.0518658,0.706380643,0.652961306,,1535.868429,0.250103,6.820297496,3.085591349,2.534699238
