Date,USD (PM),xielv
5/23/17,1260.2,-0.029201714
5/24/17,1252.55,-0.032683326
5/25/17,1256.95,-0.03040721
5/26/17,1265.05,-0.026445635
5/30/17,1262.7,-0.027386553
5/31/17,1266.2,-0.02562348
2006/1/17,1264.85,-0.026098786
2006/2/17,1274.95,-0.021397088
2006/5/17,1279.95,-0.019062385
2006/6/17,1293.5,-0.013067005
2006/7/17,1291,-0.014068286
2006/8/17,1273.1,-0.021748623
2006/9/17,1266.55,-0.024509717
2006/12/17,1266.4,-0.024445238
6/13/17,1262,-0.026245404
6/14/17,1275.5,-0.020260368
6/15/17,1254.55,-0.0292339
6/16/17,1255.4,-0.02870931
6/19/17,1248.15,-0.031736089
6/20/17,1242.2,-0.034192746
6/21/17,1242.5,-0.033885358
6/22/17,1250.8,-0.03010318
6/23/17,1255.7,-0.027852686
6/26/17,1245.25,-0.032182895
6/27/17,1249.55,-0.03018172
6/28/17,1248,-0.030689103
6/29/17,1243.5,-0.032447332
6/30/17,1242.25,-0.03281733
2007/3/17,1229.25,-0.038210657
2007/4/17,1223.75,-0.040397362
2007/5/17,1220.3,-0.041693067
2007/6/17,1224.9,-0.039511838
2007/7/17,1215.65,-0.043296056
2007/10/17,1211.9,-0.044708878
2007/11/17,1211.05,-0.044862021
2007/12/17,1218.8,-0.04133652
7/13/17,1218.9,-0.04109835
7/14/17,1230.3,-0.036154704
7/17/17,1234.1,-0.034428537
7/18/17,1240.75,-0.030612875
7/19/17,1242.15,-0.039715752
7/20/17,1238.7,-0.032105044
7/21/17,1248.55,-0.028069426
7/24/17,1255.55,-0.025227447
7/25/17,1254.4,-0.02555389
7/26/17,1248.1,-0.027860531
7/27/17,1261.1,-0.022784103
7/28/17,1264.9,-0.021260091
7/31/17,1267.55,-0.020182996
2008/1/17,1270.95,-0.018844871
2008/2/17,1269.6,-0.019253663
2008/3/17,1268.1,-0.019714534
2008/4/17,1257.7,-0.023432749
2008/7/17,1258,-0.023219816
2008/8/17,1261.8,-0.0217337
2008/9/17,1271.05,-0.018317626
2008/10/17,1284.4,-0.013549206
2008/11/17,1286.1,-0.012903218
8/14/17,1282.3,-0.014157763
8/15/17,1270.3,-0.01826744
8/16/17,1272.75,-0.017335556
8/17/17,1285.15,-0.01300712
8/18/17,1295.8,-0.009377913
8/21/17,1292.9,-0.010301902
8/22/17,1284.2,-0.013162878
8/23/17,1286.65,-0.012289667
8/24/17,1289,-0.011459875
8/25/17,1285.3,-0.012634924
8/29/17,1318.65,-0.001856867
8/30/17,1308.5,-0.005042688
8/31/17,1311.75,-0.003998399
2009/1/17,1320.4,-0.001293031
2009/4/17,1333.1,0.002581427
2009/5/17,1335.55,0.003306
2009/6/17,1337.85,0.003977485
2009/7/17,1343.5,0.005627093
2009/8/17,1346.25,0.006407057
2009/11/17,1334.2,0.002855291
2009/12/17,1326.5,0.000566135
9/13/17,1327.55,0.000874858
9/14/17,1324.55,-1.48E-05
9/15/17,1322.85,-0.000516763
9/18/17,1312.1,-0.003706898
9/19/17,1309.6,-0.004439485
9/20/17,1311.3,-0.003916062
9/21/17,1292.1,-0.009674174
9/22/17,1294.8,-0.008818063
9/25/17,1293.3,-0.009237275
9/26/17,1300.05,-0.007180185
9/27/17,1282.55,-0.012419034
9/28/17,1283.35,-0.024829244
9/29/17,1283.1,-0.012159224
2010/2/17,1273.7,-0.01496716
2010/3/17,1271.25,-0.015659171
2010/4/17,1274.25,-0.01468901
2010/5/17,1274.5,-0.014559082
2010/6/17,1261.8,-0.018365377
2010/9/17,1278.75,0.002905954
2010/10/17,1291.4,-0.009417045
2010/11/17,1289.25,-0.010006948
2010/12/17,1290.25,-0.009681006
10/13/17,1299.6,-0.006969815
10/16/17,1303.3,-0.005900048
10/17/17,1284.75,-0.011157449
10/18/17,1280.2,-0.012430848
10/19/17,1286.4,-0.010605449
10/20/17,1281.2,-0.012054982
10/23/17,1274.9,-0.013823925
10/24/17,1276.45,-0.013329259
10/25/17,1275,-0.013697866
10/26/17,1273.75,-0.014007537
10/27/17,1266.45,-0.016054458
10/30/17,1272,-0.014408434
10/31/17,1270.15,-0.014885061
2011/1/17,1277.05,-0.012883817
2011/2/17,1279.2,-0.012238252
2011/3/17,1267.2,-0.015565876
2011/6/17,1270.9,-0.014470392
2011/7/17,1275.6,-0.01311034
2011/8/17,1284,-0.010755085
2011/9/17,1284.8,-0.010500878
2011/10/17,1284.3,-0.010601003
11/13/17,1277.95,-0.012290834
11/14/17,1274.6,-0.01316376
11/15/17,1282.2,-0.011059585
11/16/17,1280,-0.011614584
11/17/17,1284.35,-0.01041157
11/20/17,1286.2,-0.00988589
11/21/17,1283.3,-0.010621333
11/22/17,1286.95,-0.009623426
11/23/17,1290.35,-0.008702686
11/24/17,1290.5,-0.008635244
11/27/17,1294.9,-0.007471054
11/28/17,1291.85,-0.008230923
11/29/17,1283.85,-0.010271994
11/30/17,1280.2,-0.011187769
2012/1/17,1275.5,-0.01237772
2012/4/17,1273.45,-0.012873872
2012/5/17,1266.3,-0.014709153
2012/6/17,1263.7,-0.015347709
2012/7/17,1255,-0.017605771
2012/8/17,1250.65,-0.01871179
2012/11/17,1247.15,-0.019590403
2012/12/17,1240.9,-0.021211016
12/13/17,1242.65,-0.020673279
12/14/17,1251,-0.018385292
12/15/17,1254.6,-0.017381516
12/18/17,1260.6,-0.015766914
12/19/17,1260.35,-0.015782634
12/20/17,1264.55,-0.014656558
12/21/17,1264.55,-0.014611465
12/22/17,,
12/27/17,1279.4,-0.010803993
12/28/17,1291,-0.007934857
12/29/17,,
2001/2/18,1312.05,-0.002898542
2001/3/18,1314.9,-0.002228703
2001/4/18,1314.5,-0.002314316
2001/5/18,1317.15,-0.001698548
2001/8/18,1319.95,-0.001054753
2001/9/18,1311,-0.003096644
2001/10/18,1319.75,-0.00109373
2001/11/18,1323.05,-0.000347638
2001/12/18,1326.8,0.000490563
1/15/18,1339.25,0.00322683
1/16/18,1333.85,0.002039644
1/17/18,1335.65,0.002426136
1/18/18,1332.2,0.001668089
1/19/18,1334.95,0.002260376
1/22/18,1332.6,0.001745146
1/23/18,1333.4,0.001912951
1/24/18,1353.7,0.006212898
1/25/18,1354.95,0.006455146
1/26/18,1353.15,0.006062911
1/29/18,1343.85,0.004104444
1/30/18,1344.9,0.004312588
1/31/18,1345.05,0.004331602
2002/1/18,1341.35,0.003547567
2002/2/18,1331.15,0.001393929
2002/5/18,1333.6,0.001906397
2002/6/18,1331.4,0.001438711
2002/7/18,1324.65,1.06E-05
2002/8/18,1315.45,-0.001948404
2002/9/18,1314.1,-0.002231913
2002/12/18,1322.3,-0.00048451
2/13/18,1325.35,0.00015719
2/14/18,1336.25,0.00241508
2/15/18,1352.45,0.00568847
2/16/18,1352.1,0.005602951
2/19/18,1346.6,0.004488304
2/20/18,1339.85,0.003118321
2/21/18,1330.5,0.001211596
2/22/18,1328.35,0.000769225
2/23/18,1327.95,0.000685514
2/26/18,1333.5,0.00180872
2/27/18,1325.75,0.000234449
2/28/18,1317.85,-0.001380582
2003/1/18,1307.75,-0.003463634
2003/2/18,1322.3,-0.00046633
2003/5/18,1320.4,-0.0008505
2003/6/18,1331.4,0.001361974
2003/7/18,1329.4,0.000960283
2003/8/18,1321,-0.00072287
2003/9/18,1320.6,-0.000801302
2003/12/18,1319.15,-0.001090096
3/13/18,1322.75,-0.000368059
3/14/18,1323.55,-0.000208214
3/15/18,1318.75,-0.001161267
3/16/18,1310.1,-0.002889779
3/19/18,1312.4,-0.002420818
3/20/18,1311,-0.002694484
3/21/18,1321.35,-0.000637203
3/22/18,1329.15,0.000884566
3/23/18,1346.6,0.004210679
3/26/18,1352.4,0.005284331
3/27/18,1341.45,0.003220785
3/28/18,1332.45,0.001506752
3/29/18,1323.85,-0.000144524
2004/3/18,1333.45,0.001688791
2004/4/18,1337.3,0.002410342
2004/5/18,1327.7,0.000591114
2004/6/18,1331.2,0.001252004
2004/9/18,1331.95,0.001389976
2004/10/18,1338.95,0.002692803
2004/11/18,1350.75,0.004852029
2004/12/18,1341.35,0.003121855
4/13/18,1343.7,0.003544756
4/16/18,1349.35,0.004562731
4/17/18,1342.1,0.00323555
4/18/18,1351.45,0.004917713
4/19/18,1348.6,0.004394134
4/20/18,1336.75,0.002238729
4/23/18,1324.3,-5.57E-05
4/24/18,1328.85,0.000783887
4/25/18,1321.65,-0.000545736
4/26/18,1320.7,-0.000720238
4/27/18,1321.5,-0.000570753
4/30/18,1313.2,-0.002107053
2005/1/18,1307.1,-0.00324174
2005/2/18,1304.2,-0.003778211
2005/3/18,1315.05,-0.001749895
2005/4/18,1309.4,-0.002790477
2005/8/18,1306.6,-0.003303651
2005/9/18,1313.85,-0.001957432
2005/10/18,1318.8,-0.001049628
2005/11/18,1324.35,-4.49E-05
5/14/18,1319.85,-0.000854846
5/15/18,1295,-0.005416384
5/16/18,1291.25,-0.006105833
5/17/18,1289.5,-0.006419775
5/18/18,1288.3,-0.0066298
5/21/18,1288.35,-0.006604866
5/22/18,1293.05,-0.005714208
5/23/18,1289,-0.00645287
5/24/18,1304.85,-0.003528167
5/25/18,1303.5,-0.003764458
5/29/18,1295.5,-0.005211689
5/30/18,1300.7,-0.00425341
5/31/18,1305.35,-0.003405775
2006/1/18,1294.6,-0.005339448
2006/4/18,1295.45,-0.005172836
2006/5/18,1292.05,-0.005778105
2006/6/18,1300.1,-0.004312292
2006/7/18,1297.25,-0.004813482
2006/8/18,1298.25,-0.004623356
2006/11/18,1299.6,-0.004371974
2006/12/18,1298.65,-0.004531128
6/13/18,1296.15,-0.004965976
6/14/18,1302.75,-0.003786054
6/15/18,1285.25,-0.00689564
6/18/18,1281.55,-0.007548789
6/19/18,1276.15,-0.008512501
6/20/18,1274.2,-0.008848821
6/21/18,1266.15,-0.010304365
6/22/18,1269.15,-0.009730661
6/25/18,1268.7,-0.009791305
6/26/18,1260.3,-0.011312545
6/27/18,1254.6,-0.012343957
6/28/18,1251.55,-0.012884686
6/29/18,1250.45,-0.013061378
2007/2/18,1247.8,-0.013527102
2007/3/18,1251.75,-0.012762829
2007/4/18,1255.65,-0.012015712
2007/5/18,1255.5,-0.012017
2007/6/18,1255.35,-0.012018282
2007/9/18,1262.05,-0.010774398
2007/10/18,1254,-0.012212546
2007/11/18,1251.4,-0.01266114
2007/12/18,1245.9,-0.013643023
7/13/18,1241.7,-0.014388646
7/16/18,1241.1,-0.014468599
7/17/18,1232.8,-0.015979536
7/18/18,1224.5,-0.017504842
7/19/18,1217.55,-0.018786852
7/20/18,1228.75,-0.016632431
7/23/18,1224.95,-0.017308567
7/24/18,1228.35,-0.016636341
7/25/18,1231.5,-0.016016704
7/26/18,1228.25,-0.016584557
7/27/18,1223.95,-0.017348888
7/30/18,1223.8,-0.017340293
7/31/18,1220.95,-0.017834654
2008/1/18,1219,-0.018161089
2008/2/18,1215.45,-0.018787057
2008/3/18,1216.3,-0.018588835
2008/6/18,1209.65,-0.019797394
2008/7/18,1212.35,-0.019249227
2008/8/18,1209.55,-0.019734033
2008/9/18,1214.35,-0.018796952
2008/10/18,1214.4,-0.018748847
8/13/18,1200.35,-0.021342567
8/14/18,1197,-0.021934127
8/15/18,1182,-0.024772692
8/16/18,1180.4,-0.025033194
8/17/18,1178.4,-0.025371478
8/20/18,1184.35,-0.024167223
8/21/18,1190.95,-0.022855667
8/22/18,1196.65,-0.02173242
8/23/18,1192.35,-0.02249805
8/24/18,1197.7,-0.02144799
8/28/18,1212.25,-0.018723009
8/29/18,1204.2,-0.020157947
8/30/18,1197.3,-0.021392869
8/31/18,1202.45,-0.020398454
2009/3/18,1200.05,-0.020799065
2009/4/18,1190.85,-0.022462947
2009/5/18,1196.7,-0.02133279
2009/6/18,1205.15,-0.019744279
2009/7/18,1198.9,-0.020844155
2009/10/18,1196.6,-0.021224159
2009/11/18,1189.85,-0.022425657
2009/12/18,1195.6,-0.021323245
9/13/18,1209.8,-0.018716317
9/14/18,1201.95,-0.020087108
9/17/18,1201.9,-0.020056645
9/18/18,1200.2,-0.020323404
9/19/18,1203.3,-0.019727223
9/20/18,1208.35,-0.018790145
9/21/18,1198.7,-0.020473781
9/24/18,1202.75,-0.019710022
9/25/18,1201.9,-0.019822989
9/26/18,1194.25,-0.021152714
9/27/18,1185.4,-0.022713487
9/28/18,1187.25,-0.022333502
2010/1/18,1189.35,-0.021910903
2010/2/18,1204.7,-0.019139777
2010/3/18,1201.2,-0.019717964
2010/4/18,1203.45,-0.019285239
2010/5/18,1203.8,-0.019187175
2010/8/18,1186.95,-0.02213158
2010/9/18,1185.55,-0.022340451
2010/10/18,1188.6,-0.021752921
2010/11/18,1205.55,-0.018738445
2010/12/18,1219.75,-0.016280344
10/15/18,1229.95,-0.014547136
10/16/18,1230.7,-0.014395858
10/17/18,1229.05,-0.014640861
10/18/18,1223,-0.015615495
10/19/18,1227.85,-0.014783539
10/22/18,1222.3,-0.015673157
10/23/18,1235.95,-0.013406772
10/24/18,1230.55,-0.014259193
10/25/18,1230.8,-0.014191925
10/26/18,1233.85,-0.013671053
10/29/18,1230.8,-0.014139259
10/30/18,1225.4,-0.014991326
10/31/18,1214.95,-0.016682192
2011/1/18,1231.15,-0.014004549
2011/2/18,1232.1,-0.013825974
2011/5/18,1232.25,-0.013776506
2011/6/18,1231.6,-0.013855325
2011/7/18,1229.95,-0.014094205
2011/8/18,1224.15,-0.015001266
2011/9/18,1211.4,-0.017052115
2011/12/18,1205.55,-0.017987543
11/13/18,1202.1,-0.018528183
11/14/18,1203.25,-0.018303428
11/15/18,1211.85,-0.016854997
11/16/18,1222.4,-0.015118637
11/19/18,1221.6,-0.015219425
11/20/18,1223,-0.014968357
11/21/18,1226.1,-0.014448926
11/22/18,1227.05,-0.014272823
11/23/18,1223.65,-0.014784783
11/26/18,1223.4,-0.014797899
11/27/18,1221.2,-0.015119783
11/28/18,1213.25,-0.01635976
11/29/18,1226.25,-0.014271152
11/30/18,1217.55,-0.015616786
2012/3/18,1230.3,-0.013590059
2012/4/18,1240.3,-0.01202963
2012/5/18,1235.9,-0.012680129
2012/6/18,1242.55,-0.011646131
2012/7/18,1243.3,-0.011512412
2012/10/18,1245.35,-0.011183964
2012/11/18,1245.3,-0.011171832
2012/12/18,1245.75,-0.011084969
12/13/18,1242.75,-0.011514337
12/14/18,1235.35,-0.012608509
12/17/18,1241.65,-0.011638721
12/18/18,1246.3,-0.010926247
12/19/18,1255,-0.009628153
12/20/18,1259.75,-0.008921745
12/21/18,1258.15,-0.009137657
12/24/18,,
12/27/18,1268,-0.007696071
12/28/18,1279,-0.006136468
12/31/18,,
2001/2/19,1282.9,-0.005575382
2001/3/19,1290.45,-0.004531443
2001/4/19,1279.9,-0.00597002
2001/7/19,1292.2,-0.004278766
2001/8/19,1286.45,-0.005052004
2001/9/19,1288.6,-0.004751242
2001/10/19,1291.9,-0.004297378
2001/11/19,1288.95,-0.004687825
1/14/19,1292.75,-0.004168765
1/15/19,1294.4,-0.003941092
1/16/19,1292.3,-0.004214874
1/17/19,1290.7,-0.004421687
1/18/19,1284.2,-0.005287277
1/21/19,1279.55,-0.005907334
1/22/19,1282.1,-0.005552553
1/23/19,1279.8,-0.005853761
1/24/19,1283.7,-0.005319039
1/25/19,1293.9,-0.003954454
1/28/19,1302.15,-0.002868673
1/29/19,1307.55,-0.002166058
1/30/19,1310.7,-0.001758711
1/31/19,1323.25,-0.000168916
2002/1/19,1318.7,-0.000739516
2002/4/19,1312.15,-0.001565713
2002/5/19,1314.2,-0.001303721
2002/6/19,1312.4,-0.001528941
2002/7/19,1310,-0.001830055
2002/8/19,1314.85,-0.001215619
2002/11/19,1306.4,-0.002280105
2002/12/19,1310,-0.001821082
2/13/19,1312.8,-0.001466299
2/14/19,1311.45,-0.001633078
2/15/19,1316.55,-0.000994227
2/18/19,1325.5,0.000110223
2/19/19,1334.15,0.001160155
2/20/19,1343.75,0.002306009
2/21/19,1331.25,0.000807002
2/22/19,1329.05,0.000540047
2/25/19,1331.05,0.000780324
2/26/19,1325.05,5.46E-05
2/27/19,1322.85,-0.000212345
2/28/19,1319.15,-0.000662093
2003/1/19,1311.95,-0.001542742
2003/4/19,1285.4,-0.004871621
2003/5/19,1283.8,-0.00506868
2003/6/19,1285.85,-0.00479868
2003/7/19,1285.3,-0.004861139
2003/8/19,1296.75,-0.003409009
2003/11/19,1292.75,-0.003904506
2003/12/19,1297.05,-0.003360835
3/13/19,1306.95,-0.002133454
3/14/19,1295.55,-0.003536736
3/15/19,1303.5,-0.002549162
3/18/19,1305.6,-0.002288157
3/19/19,1307.7,-0.002028796
3/20/19,1303.7,-0.002512738
3/21/19,1309.6,-0.001792469
3/22/19,1311.3,-0.001584785
3/25/19,1319.55,-0.000597046
3/26/19,1316.3,-0.000982171
3/27/19,1309.7,-0.001769304
3/28/19,1295.15,-0.003530851
3/29/19,1295.4,-0.003494775
2004/1/19,1293.5,-0.003721873
2004/2/19,1290.3,-0.004108643
2004/3/19,1290.45,-0.004083891
2004/4/19,1283.15,-0.004977399
2004/5/19,1288.45,-0.00431646
2004/8/19,1300,-0.002906769
2004/9/19,1303,-0.002542501
2004/10/19,1305.45,-0.002246442
2004/11/19,1298.8,-0.003037381
2004/12/19,1294.3,-0.003574094
4/15/19,1285.65,-0.004618286
4/16/19,1276.35,-0.005753891
4/17/19,1275.85,-0.005806969
4/18/19,1275.7,-0.005816675
4/23/19,1269.5,-0.006576194
4/24/19,1271.65,-0.006299361
4/25/19,1280.8,-0.005165772
4/26/19,1284.2,-0.004744994
4/29/19,1279.5,-0.005308455
4/30/19,1282.3,-0.00496054
2005/1/19,1283.8,-0.004771871
2005/2/19,1270.95,-0.006328708
2005/3/19,1278.55,-0.005391828
2005/7/19,1281.2,-0.005063456
2005/8/19,1285.2,-0.00457563
2005/9/19,1286.1,-0.004461317
2005/10/19,1287.1,-0.004335599
5/13/19,1295.6,-0.003325916
5/14/19,1298.4,-0.002993872
5/15/19,1299.1,-0.002907991
5/16/19,1291.7,-0.003767792
5/17/19,1280.8,-0.00505131
5/20/19,1276.85,-0.005515739
5/21/19,1271.15,-0.006192716
5/22/19,1273.8,-0.005864797
5/23/19,1283.65,-0.004684471
5/24/19,1282.5,-0.004813269
5/28/19,1278.3,-0.005303075
5/29/19,1281.65,-0.004899343
5/30/19,1280.95,-0.004974634
5/31/19,1295.55,-0.00326865
2006/3/19,1317.1,-0.000117444
2006/4/19,1324.25,0.000208908
2006/5/19,1335.05,0.001525735
2006/6/19,1335.5,0.001197529
2006/7/19,1340.65,0.001917044
2006/10/19,1328.6,1.55E-05
2006/11/19,1324.3,-0.000192865
2006/12/19,1332.35,0.001118148
6/13/19,1335.9,0.001343278
6/14/19,1351.25,0.003411598
6/17/19,1341.3,0.00146113
6/18/19,1341.35,0.001789
6/19/19,1344.05,0.0021566
6/20/19,1379.5,0.006922177
6/21/19,1397.15,0.008265541
6/24/19,1405.7,0.008644692
6/25/19,1431.4,0.012089081
6/26/19,1403.95,0.006985032
6/27/19,1402.5,0.007819012
6/28/19,1409,0.008712273
2007/1/19,1390.1,0.006001333
2007/2/19,1391.05,0.006774009
2007/3/19,1413.5,0.009621767
2007/4/19,1414.9,0.009028982
2007/5/19,1388.65,0.005601532
2007/8/19,1400.1,0.007856365
2007/9/19,1391.55,0.006747799
2007/10/19,1408.3,0.008323992
2007/11/19,1413.75,0.008819475
2007/12/19,1407.6,0.008235423
7/15/19,1412.4,0.008669972
7/16/19,1409.85,0.008421646
7/17/19,1410.35,0.008456255
7/18/19,1417.45,0.00909791
7/19/19,1439.7,0.011088382
7/22/19,1427.75,0.010006444
7/23/19,1425.55,0.009794571
7/24/19,1426.95,0.009906964
7/25/19,1416.1,0.008912279
7/26/19,1420.4,0.009290052
7/29/19,1419.05,0.009155245
7/30/19,1425.9,0.009758631
7/31/19,1427.55,0.009892528
2008/1/19,1406.8,0.008004174
2008/2/19,1441.75,0.011115651
2008/5/19,1465.25,0.01311345
2008/6/19,1465.25,0.013095559
2008/7/19,1506.05,0.016414274
2008/8/19,1495.75,0.015567923
2008/9/19,1497.7,0.015703431
2008/12/19,1504.7,0.01624038
8/13/19,1498.4,0.015716853
8/14/19,1513.25,0.016869482
8/15/19,1515.65,0.017033991
8/16/19,1515.25,0.016979871
8/19/19,1496.6,0.015488841
8/20/19,1504.55,0.016097426
8/21/19,1503.25,0.015973458
8/22/19,1502.05,0.015857521
8/23/19,1503.8,0.015973833
8/27/19,1532.95,0.018194702
8/28/19,1537.15,0.018486011
8/29/19,1540.2,0.018689164
8/30/19,1528.4,0.01777894
2009/2/19,1525.95,0.017569985
2009/3/19,1537.85,0.018439849
2009/4/19,1546.1,0.019025724
2009/5/19,1529.1,0.017737245
2009/6/19,1523.7,0.017307119
2009/9/19,1509.2,0.016179419
2009/10/19,1498.25,0.015310684
2009/11/19,1490.65,0.014695825
2009/12/19,1515.2,0.016573376
9/13/19,1503.1,0.015625607
9/16/19,1497.2,0.015148732
9/17/19,1502.1,0.015507594
9/18/19,1503.5,0.015594891
9/19/19,1500.7,0.015359328
9/20/19,1501.9,0.015431434
9/23/19,1522.1,0.01693928
9/24/19,1520.65,0.016809015
9/25/19,1528.75,0.017388083
9/26/19,1506.4,0.015693766
9/27/19,1489.9,0.014408707
9/30/19,1485.3,0.014032894
2010/1/19,1473.45,0.013085669
2010/2/19,1492.6,0.014560833
2010/3/19,1517.1,0.016393646
2010/4/19,1499.15,0.015023568
2010/7/19,1501.25,0.015163478
2010/8/19,1505.85,0.015490852
2010/9/19,1507.25,0.015575954
2010/10/19,1494.8,0.014616356
2010/11/19,1479.15,0.013395599
10/14/19,1490.6,0.014259224
10/15/19,1487.8,0.014027133
10/16/19,1485.1,0.01380249
