Date,price,xielv,zhangdiefu
1/14/17,817.91,1.645033636,0.201126 
1/15/17,819.55,1.535432125,0.187351 
1/16/17,830.5,1.705940114,0.205411 
1/17/17,903.84,2.401671225,0.265719 
1/18/17,906.6,2.10572145,0.232266 
1/19/17,895.798875,2.157126589,0.240805 
1/20/17,893.6210875,2.046540011,0.229017 
1/21/17,895.64,2.110978311,0.235695 
1/22/17,918.603625,2.276304396,0.247801 
1/23/17,922.0736125,2.229652811,0.241809 
1/24/17,919.97,2.221720725,0.241499 
1/25/17,893.045625,1.928077671,0.215899 
1/26/17,915.95625,2.266352125,0.247430 
1/27/17,915.05,2.051719232,0.224219 
1/28/17,920.31225,2.224797268,0.241744 
1/29/17,915.933,2.048302139,0.223630 
1/30/17,912.19,2.096462457,0.229827 
1/31/17,964.706075,2.555584964,0.264908 
2002/1/17,979.703875,2.467026971,0.251814 
2002/2/17,983.42,2.554481318,0.259755 
2002/3/17,1013.027,2.753264357,0.271786 
2002/4/17,1030.999413,2.817471179,0.273276 
2002/5/17,1034.07,2.812341929,0.271968 
2002/6/17,1024.01375,2.697102,0.263385 
2002/7/17,1050.11,2.963491786,0.282208 
2002/8/17,1052.84,2.827187536,0.268530 
2002/9/17,976.103,2.1988605,0.225269 
2002/10/17,999.1035,2.663703275,0.266609 
2002/11/17,997.59,2.338360393,0.234401 
2002/12/17,1000.604625,2.555513014,0.255397 
2/13/17,999.877375,2.379348821,0.237964 
2/14/17,1001.2,2.4837355,0.248076 
2/15/17,1012.325988,2.490508607,0.246018 
2/16/17,1035.208125,2.681130964,0.258994 
2/17/17,1035.2,2.562138286,0.247502 
2/18/17,1056.637138,2.804542357,0.265422 
2/19/17,1052.779286,2.61314,0.248213 
2/20/17,1050.87,2.694725429,0.256428 
2/21/17,1123.788429,3.242594643,0.288541 
2/22/17,1123.223188,3.0660445,0.272968 
2/23/17,1130.01,3.10288775,0.274589 
2/24/17,1174.86625,3.42767425,0.291750 
2/25/17,1150.605714,3.124463714,0.271549 
2/26/17,1150.37,3.154854357,0.274247 
2/27/17,1190.75195,3.460163036,0.290586 
2/28/17,1187.565286,3.32998375,0.280404 
2003/1/17,1190.89,3.343511,0.280757 
2003/2/17,1259.410817,3.859451357,0.306449 
2003/3/17,1285.14,3.885524786,0.302343 
2003/4/17,1287,3.834338607,0.297928 
2003/5/17,1270.9333,3.690435286,0.290372 
2003/6/17,1275.197375,3.727629643,0.292318 
2003/7/17,1279.5,3.730936179,0.291593 
2003/8/17,1157.3933,2.81294725,0.243042 
2003/9/17,1192.469143,3.262380464,0.273582 
2003/10/17,1192.09,3.175674179,0.266396 
2003/11/17,1179.159875,3.063378214,0.259793 
2003/12/17,1227.494625,3.432057,0.279599 
3/13/17,1227.68,3.318786893,0.270330 
3/14/17,1245.370786,3.4311705,0.275514 
3/15/17,1257.399625,3.466320321,0.275674 
3/16/17,1257,3.42145825,0.272192 
3/17/17,1091.171888,2.211963143,0.202714 
3/18/17,952.2323625,1.758416829,0.184663 
3/19/17,967.69,1.830899471,0.189203 
3/20/17,1049.084488,2.249655179,0.214440 
3/21/17,1118.630043,2.601989714,0.232605 
3/22/17,1113,2.559114571,0.229929 
3/23/17,1038.789,2.161342,0.208064 
3/24/17,941.9197143,1.650874821,0.175267 
3/25/17,927.93,1.570666668,0.169266 
3/26/17,956.7863125,-3.393880607,-0.354717 
3/27/17,1037.22925,-4.871848464,-0.469698 
3/28/17,1041.04,4.263584979,0.409551 
3/29/17,1040.5755,6.620117643,0.636198 
3/30/17,1037.90455,5.882269,0.566745 
3/31/17,1034.74,3.663330929,0.354034 
2004/1/17,1086.929571,-0.946412214,-0.087072 
2004/2/17,1099.169125,1.404490036,0.127777 
2004/3/17,1079.99,4.134128893,0.382793 
2004/4/17,1141.600363,1.8429025,0.161431 
2004/5/17,1133.079314,3.572307393,0.315274 
2004/6/17,1133.53,3.556062929,0.313716 
2004/7/17,1190.45425,1.658703679,0.139334 
2004/8/17,1181.149838,3.029749643,0.256508 
2004/9/17,1184.03,3.232423357,0.273002 
2004/10/17,1207.744875,2.636836071,0.218327 
2004/11/17,1226.617038,2.644762536,0.215614 
2004/12/17,1219.09,3.375805714,0.276912 
4/13/17,1180.023713,3.926316143,0.332732 
4/14/17,1185.260057,2.293847679,0.193531 
4/15/17,1170.36,1.973912571,0.168659 
4/16/17,1186.927413,1.446876607,0.121901 
4/17/17,1205.634875,1.942271964,0.161100 
4/18/17,1176.97,3.687593643,0.313312 
4/19/17,1217.930088,2.454298429,0.201514 
4/20/17,1241.686325,2.517552607,0.202753 
4/21/17,1236.63,3.448752036,0.278883 
4/22/17,1261.311225,2.943973929,0.233406 
4/23/17,1257.988113,3.27730275,0.260519 
4/24/17,1240.84,3.410658179,0.274867 
4/25/17,1279.414688,1.951166679,0.152505 
4/26/17,1309.109875,2.155783571,0.164676 
4/27/17,1288.02,3.918458143,0.304223 
4/28/17,1331.294429,2.996349964,0.225070 
4/29/17,1334.979038,3.554905357,0.266289 
4/30/17,1333,3.714783143,0.278678 
2005/1/17,1417.172813,2.05845875,0.145251 
2005/2/17,1452.076288,3.405257536,0.234510 
2005/3/17,1447.55,5.1322725,0.354549 
2005/4/17,1508.292125,3.772945179,0.250147 
2005/5/17,1533.335071,3.863072321,0.251939 
2005/6/17,1518.75,3.785232,0.249233 
2005/7/17,1535.868429,3.841253821,0.250103 
2005/8/17,1640.619225,4.2634695,0.259870 
2005/9/17,1651.1,4.289375,0.259789 
2005/10/17,1762.88625,4.735420214,0.268617 
2005/11/17,1820.990563,4.955952714,0.272157 
2005/12/17,1829,4.9685185,0.271652 
5/13/17,1771.920013,4.714221429,0.266052 
5/14/17,1776.3165,4.7129245,0.265320 
5/15/17,1780,4.708739786,0.264536 
5/16/17,1739.031975,4.523813679,0.260134 
5/17/17,1807.485063,4.781593,0.264544 
5/18/17,1783.98,4.667992,0.261662 
5/19/17,1961.520488,5.359482,0.273231 
5/20/17,2052.909788,-0.851099964,-0.041458 
5/21/17,2008.84,5.504722286,0.274025 
5/22/17,2090.662313,20.08081675,0.960500 
5/23/17,2287.710288,30.92725107,1.351887 
5/24/17,2256.32,30.23694064,1.340100 
5/25/17,2387.206286,37.52293429,1.571835 
5/26/17,2211.976857,18.57461618,0.839729 
5/27/17,2279.82,21.95047093,0.962816 
5/28/17,2192.9808,12.87978271,0.587319 
5/29/17,2275.9307,15.47737371,0.680046 
5/30/17,2290.02,18.05397368,0.788376 
5/31/17,2285.933914,10.16502261,0.444677 
2006/1/17,2399.242671,19.75514168,0.823391 
2006/2/17,2409.93,18.88464018,0.783618 
2006/3/17,2525.765158,25.97141679,1.028259 
2006/4/17,2516.173143,24.58883389,0.977231 
2006/5/17,2529.53,22.02039768,0.870533 
2006/6/17,2883.313697,40.99704854,1.421873 
2006/7/17,2664.920863,28.04224904,1.052273 
2006/8/17,2683.03,27.39860993,1.021182 
2006/9/17,2827.4913,35.11254271,1.241827 
2006/10/17,2845.372857,32.26550064,1.133964 
2006/11/17,2898.63,33.27035232,1.147796 
2006/12/17,2657.675063,-4.37373525,-0.164570 
6/13/17,2748.185086,19.39485282,0.705733 
6/14/17,2706,23.8285235,0.880581 
6/15/17,2442.48025,6.060552071,0.248131 
6/16/17,2464.959814,6.666783214,0.270462 
6/17/17,2477.94,6.673557107,0.269319 
6/18/17,2507.389252,6.783216679,0.270529 
6/19/17,2617.210263,5.497170536,0.210039 
6/20/17,2600,-0.790049679,-0.030387 
6/21/17,2671.04325,0.421356571,0.015775 
6/22/17,2727.288013,-4.084321179,-0.149758 
6/23/17,2713.48,-4.655818393,-0.171581 
6/24/17,2589.164888,6.684371786,0.258167 
6/25/17,2512.366286,6.493644,0.258467 
6/26/17,2502.03,6.516906536,0.260465 
6/27/17,2517.903114,6.580004357,0.261329 
6/28/17,2585.349186,6.850952357,0.264991 
6/29/17,2558.3,6.622247643,0.258853 
6/30/17,2477.641375,6.264726643,0.252850 
2007/1/17,2501.191343,6.441914929,0.257554 
2007/2/17,2421.26,6.026992393,0.248920 
2007/3/17,2561.225429,6.5436705,0.255490 
2007/4/17,2599.729838,8.290274464,0.318890 
2007/5/17,2598.89,4.43519725,0.170657 
2007/6/17,2609.96775,8.733121214,0.334606 
2007/7/17,2491.201214,4.760119214,0.191077 
2007/8/17,2502.86,6.135588821,0.245143 
2007/9/17,2536.238938,7.788349464,0.307083 
2007/10/17,2366.170143,3.389431036,0.143245 
2007/11/17,2327.09,6.710444286,0.288362 
2007/12/17,2385.748571,5.629265179,0.235954 
7/13/17,2354.783417,5.409129857,0.229708 
7/14/17,2338.49,5.649900964,0.241605 
7/15/17,2058.9956,4.391036357,0.213261 
7/16/17,1931.2143,3.520894,0.182315 
7/17/17,1910.96,4.172524286,0.218347 
7/18/17,2320.12225,5.366324,0.231295 
7/19/17,2264.7657,5.294261179,0.233766 
7/20/17,2265.21,5.274754107,0.232859 
7/21/17,2682.195363,10.67479179,0.397987 
7/22/17,2807.609857,6.961655571,0.247957 
7/23/17,2825.51,6.996381,0.247615 
7/24/17,2751.821029,6.7410475,0.244967 
7/25/17,2560.997917,6.117816714,0.238884 
7/26/17,2564.3,6.108962286,0.238231 
7/27/17,2647.625,6.351018821,0.239876 
7/28/17,2781.636583,6.749958107,0.242661 
7/29/17,2784.8,6.738785,0.241985 
7/30/17,2745.955417,6.597221821,0.240252 
7/31/17,2866.431667,6.9497885,0.242454 
2008/1/17,2862.9,6.917438286,0.241623 
2008/2/17,2693.633983,6.375335321,0.236682 
2008/3/17,2794.117717,6.664011429,0.238501 
2008/4/17,2790,6.631039714,0.237672 
2008/5/17,3218.115017,7.916051786,0.245984 
2008/6/17,3252.562533,7.996694571,0.245858 
2008/7/17,3210.2,7.844090821,0.244349 
2008/8/17,3457.374333,8.567143,0.247793 
2008/9/17,3357.326317,8.239988821,0.245433 
2008/10/17,3340.28,8.164054,0.244412 
2008/11/17,3632.506667,11.33834511,0.312136 
2008/12/17,3852.802914,5.96761225,0.154890 
8/13/17,3868.52,12.94693111,0.334674 
8/14/17,4282.992,68.25492314,1.593627 
8/15/17,4217.028329,56.47412518,1.339192 
8/16/17,4179.97,83.73655207,2.003281 
8/17/17,4328.725717,51.75710382,1.195666 
8/18/17,4130.440067,22.86163839,0.553492 
8/19/17,4104.71,18.49188379,0.450504 
8/20/17,4157.958033,24.22568386,0.582634 
8/21/17,4043.722,16.79115211,0.415240 
8/22/17,3986.28,10.17707346,0.255303 
8/23/17,4174.95,22.79015321,0.545878 
8/24/17,4340.316717,2.847248214,0.065600 
8/25/17,4331.77,-0.376935571,-0.008702 
8/26/17,4360.513317,-3.430072714,-0.078662 
8/27/17,4354.308333,21.28339739,0.488789 
8/28/17,4339.05,19.47569254,0.448847 
8/29/17,4607.98545,31.08744307,0.674643 
8/30/17,4594.98785,27.75926882,0.604121 
8/31/17,4582.52,24.90501882,0.543479 
2009/1/17,4911.740017,39.97174275,0.813800 
2009/2/17,4580.38748,26.40264468,0.576428 
2009/3/17,4585.57,22.64644882,0.493863 
2009/4/17,4344.098317,20.32629546,0.467906 
2009/5/17,4488.72014,18.25022082,0.406580 
2009/6/17,4385.02,15.07915975,0.343879 
2009/7/17,4654.6585,22.44897489,0.482290 
2009/8/17,4310.750183,9.720101571,0.225485 
2009/9/17,4312.26,10.16199111,0.235653 
2009/10/17,4329.955,10.20305736,0.235639 
2009/11/17,4248.090017,9.825396071,0.231290 
2009/12/17,4198.59,9.706518893,0.231185 
9/13/17,3961.271267,8.841107857,0.223189 
9/14/17,3319.63,7.331467429,0.220852 
9/15/17,3216.43,7.031924214,0.218625 
9/16/17,3763.62604,8.491827214,0.225629 
9/17/17,3746.060783,8.421592429,0.224812 
9/18/17,3678.53,8.217419321,0.223389 
9/19/17,3943.413333,8.905531714,0.225833 
9/20/17,3977.561667,8.973025786,0.225591 
9/21/17,3894.48,8.727546679,0.224100 
9/22/17,3637.50255,8.0208845,0.220505 
9/23/17,3776.3869,8.368002429,0.221588 
9/24/17,3777.62,8.349127,0.221016 
9/25/17,3942.555,8.762282321,0.222249 
9/26/17,3910.307383,8.6543615,0.221322 
9/27/17,3881,8.554724429,0.220426 
9/28/17,4201.98905,9.372615321,0.223052 
9/29/17,4193.574667,9.326174,0.222392 
9/30/17,4164.27,9.225572893,0.221541 
2010/1/17,4360.722967,9.711877786,0.222713 
2010/2/17,4386.88375,9.7544915,0.222356 
2010/3/17,4394.07,9.747855286,0.221841 
2010/4/17,4225.175,9.2874355,0.219812 
2010/5/17,4338.852,9.555789179,0.220238 
2010/6/17,4318.58,9.479307679,0.219501 
2010/7/17,4376.191667,9.600021786,0.219369 
2010/8/17,4602.280883,10.15467057,0.220644 
2010/9/17,4605.66,10.13743,0.220108 
2010/10/17,4782.28,10.55997457,0.220815 
2010/11/17,4819.485767,10.62743232,0.220510 
2010/12/17,4822.17,10.60737371,0.219971 
10/13/17,5563.806567,35.25564871,0.633661 
10/14/17,5739.438733,69.55908268,1.211949 
10/15/17,5825.99,74.28197214,1.275010 
10/16/17,5711.205867,71.61833071,1.253997 
10/17/17,5603.71294,12.42409721,0.221712 
10/18/17,5594.66,12.37067157,0.221116 
10/19/17,5727.6335,60.28054179,1.052451 
10/20/17,5979.45984,55.7224355,0.931897 
10/21/17,5986.44,54.31304696,0.907268 
10/22/17,5983.18455,50.40005918,0.842362 
10/23/17,5876.079867,36.01114636,0.612843 
10/24/17,5900.59,27.84152932,0.471843 
10/25/17,5669.622533,12.34223121,0.217691 
10/26/17,5893.138417,19.87806675,0.337309 
10/27/17,5889.82,5.219836714,0.088625 
10/28/17,5776.69695,12.51224979,0.216599 
10/29/17,6155.43402,-8.42017075,-0.136792 
10/30/17,6136.49,-23.94094175,-0.390141 
10/31/17,6388.645167,26.57603514,0.415989 
2011/1/17,6665.306683,-29.1153405,-0.436819 
2011/2/17,6751.98,29.30113221,0.433964 
2011/3/17,7197.72006,45.44081261,0.631322 
2011/4/17,7437.543317,53.62523336,0.721007 
2011/5/17,7365.99,45.33052714,0.615403 
2011/6/17,6989.071667,31.49260004,0.450598 
2011/7/17,7092.127233,35.65561361,0.502749 
2011/8/17,7128.64,30.01787246,0.421088 
2011/9/17,7158.03706,33.22358414,0.464144 
2011/10/17,6719.39785,15.32030511,0.228001 
2011/11/17,6569.22,4.181314214,0.063650 
2011/12/17,5716.301583,11.93126832,0.208724 
11/13/17,6550.227533,21.23224586,0.324145 
11/14/17,6493.63,13.65323807,0.210256 
11/15/17,7301.42992,13.09457586,0.179343 
11/16/17,7815.0307,36.47904557,0.466781 
11/17/17,7868.77,26.29537779,0.334174 
11/18/17,7817.140383,26.69837568,0.341536 
11/19/17,8007.654067,36.21209886,0.452219 
11/20/17,8049.72,29.53429857,0.366898 
11/21/17,8059.8,29.16835264,0.361899 
11/22/17,8268.035,38.78405268,0.469084 
11/23/17,8236.72,29.99567282,0.364170 
11/24/17,8250.978333,30.11739611,0.365016 
11/25/17,8707.407267,48.63388704,0.558535 
11/26/17,8768.8,38.78730296,0.442333 
11/27/17,9718.29505,79.33636318,0.816361 
11/28/17,9952.50882,73.02153179,0.733700 
11/29/17,9919,61.70326,0.622071 
11/30/17,10147.372,78.08082321,0.769468 
2012/1/17,10883.912,126.0413125,1.158052 
2012/2/17,10879.88,113.9426961,1.047279 
2012/3/17,11332.622,142.2734607,1.255433 
2012/4/17,11584.83,160.3102443,1.383795 
2012/5/17,11591.22,135.6206232,1.170029 
2012/6/17,13540.98,333.0115475,2.459287 
2012/7/17,16501.97167,922.0714732,5.587644 
2012/8/17,16860.88,670.8442586,3.978703 
2012/9/17,15142.83415,255.4571782,1.686984 
2012/10/17,14869.805,741.3330086,4.985492 
2012/11/17,15068.95,119.1111014,0.790441 
2012/12/17,17276.39333,415.3751621,2.404293 
12/13/17,16808.36667,276.3385518,1.644054 
12/14/17,16252.31,304.951085,1.876355 
12/15/17,17771.9,535.5238607,3.013318 
12/16/17,19498.68333,363.6276393,1.864883 
12/17/17,19279.9,403.3324589,2.091984 
12/18/17,18961.85667,468.3008925,2.469700 
12/19/17,17737.11167,322.75872,1.819680 
12/20/17,17382.94,197.0931711,1.133831 
12/21/17,16047.51,144.9769418,0.903423 
12/22/17,15190.945,85.78238143,0.564694 
12/23/17,13776.61,10.41924464,0.075630 
12/24/17,13949.175,16.00925321,0.114768 
12/25/17,14119.02833,6.668695714,0.047232 
12/26/17,13740.94,34.26194,0.249342 
12/27/17,15589.32167,-48.94189607,-0.313945 
12/28/17,14380.58167,37.0917175,0.257929 
12/29/17,14214.01,57.11230143,0.401803 
12/30/17,13215.574,27.240255,0.206122 
12/31/17,14165.575,0.9430725,0.006657 
2001/1/18,13796,42.31182857,0.306696 
2001/2/18,15005.85667,22.8995675,0.152604 
2001/3/18,15053.26167,-14.23216143,-0.094545 
2001/4/18,15039.24,27.14410143,0.180489 
2001/5/18,17174.12,96.18836036,0.560077 
2001/6/18,17319.198,67.93437964,0.392249 
2001/7/18,17155.95,58.38867571,0.340341 
2001/8/18,15265.90667,68.52935286,0.448905 
2001/9/18,14714.25333,35.87274214,0.243796 
2001/10/18,14437.42,2.470176786,0.017110 
2001/11/18,13296.794,46.3728775,0.348752 
2001/12/18,13912.882,51.271815,0.368520 
1/13/18,13791.19,-6.070217857,-0.044015 
1/14/18,13852.92,21.62756643,0.156123 
1/15/18,14012.196,57.62757286,0.411267 
1/16/18,13554.14,20.60964964,0.152054 
1/17/18,11116.94667,31.61873429,0.284419 
1/18/18,11345.42333,36.40053786,0.320839 
1/19/18,11174.82,11.71275321,0.104814 
1/20/18,12950.79333,4.133560357,0.031917 
1/21/18,11505.228,-0.972966071,-0.008457 
1/22/18,11513.42,26.78247714,0.232620 
1/23/18,11223.064,12.54788107,0.111804 
1/24/18,11282.25833,50.29685179,0.445805 
1/25/18,11392.03,43.46081679,0.381502 
1/26/18,10969.815,32.18257786,0.293374 
1/27/18,11524.77667,21.64259643,0.187792 
1/28/18,11431.37,7.301026071,0.063868 
1/29/18,11212.655,26.92867857,0.240163 
1/30/18,10184.06167,25.73573071,0.252706 
1/31/18,10082.52,13.04159607,0.129349 
2002/1/18,9083.258333,52.95756543,0.583024 
2002/2/18,8901.901667,12.25603039,0.137679 
2002/3/18,8852.73,30.44576332,0.343914 
2002/4/18,8400.648333,30.12123971,0.358559 
2002/5/18,6838.816667,30.62196418,0.447767 
2002/6/18,6925.46,42.83448679,0.618507 
2002/7/18,8099.958333,12.42451214,0.153390 
2002/8/18,8240.536667,3.282773714,0.039837 
2002/9/18,8245.08,8.321596143,0.100928 
2002/10/18,8319.876566,-4.334208179,-0.052095 
2002/11/18,8343.455,3.196157321,0.038307 
2002/12/18,8068.02,27.71694,0.343541 
2/13/18,8597.7675,26.82634046,0.312015 
2/14/18,9334.633333,17.56746796,0.188197 
2/15/18,9471.64,17.08916971,0.180425 
2/16/18,10127.16167,22.54966857,0.222665 
2/17/18,10841.99167,18.83815786,0.173752 
2/18/18,11085.83,20.24898786,0.182656 
2/19/18,11110.965,22.90015821,0.206104 
2/20/18,11390.39167,22.66246107,0.198961 
2/21/18,11245.98,15.69842214,0.139591 
2/22/18,9931.071667,-0.361289036,-0.003638 
2/23/18,10162.11667,20.49967393,0.201726 
2/24/18,10171.3,16.30761893,0.160330 
2/25/18,9696.593333,14.5895585,0.150461 
2/26/18,10348.60333,21.91429393,0.211761 
2/27/18,10319.46,12.65575036,0.122640 
2/28/18,10370.165,20.09062536,0.193735 
2003/1/18,11009.38167,16.16965,0.146872 
2003/2/18,10931.12,19.81682107,0.181288 
2003/3/18,11326.94833,20.6987525,0.182739 
2003/4/18,11430.18167,17.84263643,0.156101 
2003/5/18,11516.83,18.73412714,0.162667 
2003/6/18,10763.19833,24.6604175,0.229118 
2003/7/18,10118.058,15.91129929,0.157256 
2003/8/18,9920.46,16.33714825,0.164681 
2003/9/18,9089.278333,13.98379268,0.153849 
2003/10/18,8746.002,15.45245439,0.176680 
2003/11/18,8777.37,16.51715536,0.188179 
2003/12/18,9182.843333,14.08407914,0.153374 
3/13/18,9154.7,16.44861971,0.179674 
3/14/18,9153.54,16.38162454,0.178965 
3/15/18,8358.121667,11.23683293,0.134442 
3/16/18,8530.402,17.65554779,0.206972 
3/17/18,8297.89,11.76161586,0.141742 
3/18/18,8171.415,13.42683521,0.164315 
3/19/18,8412.033333,16.65968825,0.198046 
3/20/18,8605.64,11.05107382,0.128417 
3/21/18,8947.753333,16.97145557,0.189673 
3/22/18,8690.408333,14.01915207,0.161318 
3/23/18,8725.37,13.141868,0.150617 
3/24/18,8662.378333,16.20743689,0.187101 
3/25/18,8617.296667,12.70408589,0.147425 
3/26/18,8457.96,15.14236514,0.179031 
3/27/18,7876.195,13.68041282,0.173693 
3/28/18,7960.38,12.59488257,0.158220 
3/29/18,7950.61,12.64905243,0.159095 
3/30/18,6882.531667,10.70425482,0.155528 
3/31/18,6935.48,13.21061296,0.190479 
2004/1/18,6937.56,8.416704464,0.121321 
2004/2/18,7035.848333,13.21678164,0.187849 
2004/3/18,7410.435,12.38354114,0.167110 
2004/4/18,7426.48,9.34387425,0.125818 
2004/5/18,6826.51,13.48655446,0.197561 
2004/6/18,6603.876667,9.645504607,0.146058 
2004/7/18,6634.68,8.742173,0.131765 
2004/8/18,7017.656667,13.93122,0.198517 
2004/9/18,6699.273333,7.492287214,0.111837 
2004/10/18,6784.41,12.69348286,0.187098 
2004/11/18,6926.266667,11.22256136,0.162029 
2004/12/18,7847.845,10.60731382,0.135162 
4/13/18,7941.46,13.01144839,0.163842 
4/14/18,8036.511051,13.09416789,0.162933 
4/15/18,8340.748333,11.56568425,0.138665 
4/16/18,8368.1,14.32488371,0.171184 
4/17/18,7895.416926,12.31465089,0.155972 
4/18/18,8164.937426,13.12733654,0.160777 
4/19/18,8175.96,12.47393532,0.152568 
4/20/18,8852.718333,15.51573439,0.175265 
4/21/18,8807.205,11.77031282,0.133644 
4/22/18,8930.6,16.29306861,0.182441 
4/23/18,8933.861667,13.17773246,0.147503 
4/24/18,9555.542,14.87985529,0.155720 
4/25/18,9658.11,16.40466707,0.169854 
4/26/18,9258.398333,14.13017721,0.152620 
4/27/18,9010.32,15.0326315,0.166838 
4/28/18,8928.55,13.51744396,0.151396 
4/29/18,9334.281667,14.76484446,0.158179 
4/30/18,9259.57,13.65395654,0.147458 
2005/1/18,9239.55,15.31136754,0.165716 
2005/2/18,9221.426,13.79551189,0.149603 
2005/3/18,9639.268333,15.36813464,0.159433 
2005/4/18,9753.35,14.138748,0.144963 
2005/5/18,9803.306667,15.60123125,0.159143 
2005/6/18,9630.136277,14.85472139,0.154252 
2005/7/18,9631.44,15.07085807,0.156476 
2005/8/18,9228.608333,13.86684014,0.150259 
2005/9/18,9322.041667,15.58634596,0.167199 
2005/10/18,9310.37,12.89749732,0.138528 
2005/11/18,8468.788,12.9853635,0.153332 
2005/12/18,8484.346667,14.91022707,0.175738 
5/13/18,8463.52,8.980995286,0.106114 
5/14/18,8652.038333,15.91132586,0.183903 
5/15/18,8511.458,12.51651404,0.147055 
5/16/18,8471.06,10.98338671,0.129658 
5/17/18,8106.118333,14.94280929,0.184340 
5/18/18,8240.055,11.41489154,0.138529 
5/19/18,8239.08,10.77424064,0.130770 
5/20/18,8507.406667,16.14181214,0.189738 
5/21/18,8385.556187,9.152068714,0.109141 
5/22/18,8396.63,14.32672521,0.170625 
5/23/18,7555.74,10.85823943,0.143708 
5/24/18,7566.193333,10.68697243,0.141246 
5/25/18,7576.78,11.59103296,0.152981 
