xianjin,gold,bitcoin,asset
0,0,1,1471.958617
0,0,1,1476.032541
0,0,1,1473.844398
0,0,1,1566.910887
0,0,1,1605.502253
0,0,1,1600.497719
0,0,1,1667.657839
0,0,1,1695.346816
0,0,1,1679.22069
0,0,1,1698.147848
0,0,1,1813.966583
0,0,1,1825.554753
0,0,1,1949.152306
0,0,1,2013.395905
0,0,1,2022.251616
0,0,1,1959.140574
0,0,1,1964.001593
0,0,1,1968.07429
0,0,1,1922.777596
0,0,1,1998.463417
0,0,1,1972.474816
0,0,1,2168.774181
0,0,1,2269.819648
0,0,1,2221.093459
0,0,1,2311.561094
0,0,1,2529.429102
0,0,1,2494.722125
0,0,1,2639.437819
0,0,1,2445.693698
0,0,1,2520.705129
0,0,1,2424.690523
0,0,1,2516.404886
0,0,1,2531.982858
0,0,1,2527.465037
0,0,1,2652.745965
0,0,1,2664.562514
0,0,1,2792.636781
0,0,1,2782.031277
0,0,1,2796.799416
0,0,1,3187.963797
0,0,1,2946.495638
0,0,1,2966.518182
0,0,1,3126.243221
0,0,1,3146.014138
0,0,1,3204.898416
0,0,1,2938.484249
0,0,1,3038.557535
0,0,1,2991.915185
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
1,0,0,2646.540974
0,0,1,2593.610154
0,0,1,2714.882568
0,0,1,2732.19152
0,0,1,2660.936284
0,0,1,2476.415512
0,0,1,2479.608536
0,0,1,2560.181551
0,0,1,2689.767116
0,0,1,2692.826055
0,0,1,2655.264397
0,0,1,2771.761662
0,0,1,2768.346636
0,0,1,2604.670989
0,0,1,2701.836034
0,0,1,2697.854314
0,0,1,3111.829921
0,0,1,3145.139735
0,0,1,3104.176315
0,0,1,3343.187189
0,0,1,3246.443472
0,0,1,3229.960146
0,0,1,3512.535405
0,0,1,3725.5559
0,0,1,3740.753896
0,0,1,4141.537076
0,0,1,4077.751996
0,0,1,4041.917597
0,0,1,4185.76034
0,0,1,3994.023495
0,0,1,3969.143219
0,0,1,4020.632622
0,0,1,3910.169477
0,0,1,3854.624621
0,0,1,4037.063393
0,0,1,4196.968522
0,0,1,4188.704079
1,0,0,4132.168125
1,0,0,4132.168125
1,0,0,4132.168125
1,0,0,4132.168125
1,0,0,4132.168125
1,0,0,4132.168125
1,0,0,4132.168125
1,0,0,4132.168125
0,0,1,4049.524763
0,0,1,3836.280703
0,0,1,3963.996484
0,0,1,3872.418712
0,0,1,4110.536936
0,0,1,3806.830909
0,0,1,3808.164231
0,0,1,3823.790716
0,0,1,3751.495608
0,0,1,3707.782058
0,0,1,3498.205477
1,0,0,2872.939549
1,0,0,2872.939549
1,0,0,2872.939549
1,0,0,2872.939549
1,0,0,2872.939549
1,0,0,2872.939549
1,0,0,2872.939549
1,0,0,2872.939549
0,0,1,2815.480758
0,0,1,2922.979299
0,0,1,2923.933736
0,0,1,3051.595865
0,0,1,3026.635733
0,0,1,3003.951385
0,0,1,3252.401656
0,0,1,3245.888799
0,0,1,3223.206554
0,0,1,3375.264055
0,0,1,3395.512888
0,0,1,3401.075151
0,0,1,3270.347924
0,0,1,3358.335603
0,0,1,3342.644775
0,0,1,3387.237057
0,0,1,3562.233453
0,0,1,3564.84894
0,0,1,3701.555431
0,0,1,3730.353245
0,0,1,3732.430881
0,0,1,4306.46855
0,0,1,4442.410444
0,0,1,4509.402404
0,0,1,4420.557788
0,0,1,4337.356673
0,0,1,4330.349563
0,0,1,4433.273019
0,0,1,4628.190329
0,0,1,4633.593076
0,0,1,4631.07331
0,0,1,4548.172702
0,0,1,4567.143907
0,0,1,4388.371672
0,0,1,4561.376272
0,0,1,4558.807768
0,0,1,4471.248854
1,0,0,4669.109008
1,0,0,4669.109008
1,0,0,4669.109008
1,0,0,4669.109008
1,0,0,4669.109008
1,0,0,4669.109008
1,0,0,4669.109008
1,0,0,4669.109008
0,0,1,4575.726828
0,0,1,4643.197036
0,0,1,4667.101848
0,0,1,4686.348026
0,0,1,4399.172089
0,0,1,4300.851046
1,0,0,3667.598651
1,0,0,3667.598651
1,0,0,3667.598651
1,0,0,3667.598651
1,0,0,3667.598651
1,0,0,3667.598651
1,0,0,3667.598651
1,0,0,3667.598651
0,0,1,3594.246678
0,0,1,3598.747456
0,0,1,3691.725592
0,0,1,3677.743263
0,0,1,3684.109691
0,0,1,3887.907858
0,0,1,3915.320069
0,0,1,4339.275117
0,0,1,4443.852924
0,0,1,4428.891042
0,0,1,4530.860465
0,0,1,4859.729848
0,0,1,4857.929536
0,0,1,5060.081466
0,0,1,5172.693801
0,0,1,5175.546973
0,0,1,6046.126124
0,0,1,7368.226081
0,0,1,7528.480733
0,0,1,6761.363294
0,0,1,6639.454195
0,0,1,6728.373592
0,0,1,7714.009845
0,0,1,7505.033226
0,0,1,7256.750697
0,0,1,7935.256447
0,0,1,8706.275221
0,0,1,8608.587195
0,0,1,8466.579004
0,0,1,7919.723256
1,0,0,7606.35188
1,0,0,7606.35188
1,0,0,7606.35188
1,0,0,7606.35188
1,0,0,7606.35188
1,0,0,7606.35188
1,0,0,7606.35188
1,0,0,7606.35188
0,0,1,7454.224842
0,0,1,7367.881834
0,0,1,6850.339039
0,0,1,7342.775382
0,0,1,7151.204887
0,0,1,7778.338327
0,0,1,7802.910875
0,0,1,7795.642693
0,0,1,8902.265213
0,0,1,8977.466902
0,0,1,8892.84673
0,0,1,7913.136154
1,0,0,7474.641021
1,0,0,7474.641021
1,0,0,7474.641021
1,0,0,7474.641021
1,0,0,7474.641021
1,0,0,7474.641021
1,0,0,7474.641021
1,0,0,7474.641021
1,0,0,7474.641021
1,0,0,7474.641021
1,0,0,7474.641021
1,0,0,7474.641021
1,0,0,7474.641021
0,0,1,7325.1482
0,0,1,7140.415885
1,0,0,7034.515375
1,0,0,7034.515375
1,0,0,7034.515375
1,0,0,7034.515375
1,0,0,7034.515375
1,0,0,7034.515375
1,0,0,7034.515375
1,0,0,7034.515375
1,0,0,7034.515375
1,0,0,7034.515375
1,0,0,7034.515375
1,0,0,7034.515375
1,0,0,7034.515375
1,0,0,7034.515375
0,0,1,6893.825068
0,0,1,7013.470429
0,0,1,7017.337232
0,0,1,7080.996133
0,0,1,7101.063594
0,0,1,6866.642548
0,0,1,7317.50741
0,0,1,7944.64942
0,0,1,8061.254957
0,0,1,8619.165447
0,0,1,9227.552894
0,0,1,9435.082208
0,0,1,9456.474453
0,0,1,9694.292785
0,0,1,9571.384895
1,0,0,8283.228955
1,0,0,8283.228955
1,0,0,8283.228955
1,0,0,8283.228955
1,0,0,8283.228955
1,0,0,8283.228955
1,0,0,8283.228955
1,0,0,8283.228955
0,0,1,8117.564376
0,0,1,8411.510646
0,0,1,8488.172807
0,0,1,8552.518765
0,0,1,7992.863982
1,0,0,7363.500486
1,0,0,7363.500486
1,0,0,7363.500486
1,0,0,7363.500486
1,0,0,7363.500486
1,0,0,7363.500486
1,0,0,7363.500486
1,0,0,7363.500486
0,0,1,7216.230476
0,0,1,7364.973775
0,0,1,7164.227692
1,0,0,6913.931141
1,0,0,6913.931141
1,0,0,6913.931141
1,0,0,6913.931141
1,0,0,6913.931141
1,0,0,6913.931141
1,0,0,6913.931141
1,0,0,6913.931141
0,0,1,6775.652518
0,0,1,6309.6019
0,0,1,6377.042312
0,0,1,6369.215587
1,0,0,5403.308854
1,0,0,5403.308854
1,0,0,5403.308854
1,0,0,5403.308854
1,0,0,5403.308854
1,0,0,5403.308854
1,0,0,5403.308854
1,0,0,5403.308854
1,0,0,5403.308854
0,0,1,5295.242677
0,0,1,5055.003364
0,0,1,5119.244084
0,0,1,5226.283443
0,0,1,5921.669546
0,0,1,5992.307676
0,0,1,6064.029392
0,0,1,6293.594661
0,0,1,6314.233134
0,0,1,5957.565416
0,0,1,6160.934792
0,0,1,6169.251985
0,0,1,6679.90672
0,0,1,6645.564182
0,0,1,6738.673107
0,0,1,6741.13423
0,0,1,7210.229312
0,0,1,7287.623017
0,0,1,6986.016601
0,0,1,6798.826626
0,0,1,6737.126259
0,0,1,7043.275126
0,0,1,6986.900694
0,0,1,6971.794404
0,0,1,6958.118759
0,0,1,7273.40585
0,0,1,7359.487307
0,0,1,7397.182608
0,0,1,7266.515166
0,0,1,7267.498904
0,0,1,6963.53826
0,0,1,7034.039312
0,0,1,7025.23234
1,0,0,6262.404101
1,0,0,6262.404101
1,0,0,6262.404101
1,0,0,6262.404101
1,0,0,6262.404101
1,0,0,6262.404101
1,0,0,6262.404101
1,0,0,6262.404101
0,0,1,6137.156019
0,0,1,6337.028167
0,0,1,6246.263736
0,0,1,6254.512439
0,0,1,5628.147222
1,0,0,5523.215064
1,0,0,5523.215064
1,0,0,5523.215064
1,0,0,5523.215064
1,0,0,5523.215064
1,0,0,5523.215064
1,0,0,5523.215064
1,0,0,5523.215064
0,0,1,5412.750763
0,0,1,5491.767484
0,0,1,5486.016025
0,0,1,5387.700067
0,0,1,5470.630853
0,0,1,5473.294332
0,0,1,5514.125625
0,0,1,5473.813927
0,0,1,5470.500014
1,0,0,4770.706787
1,0,0,4770.706787
1,0,0,4770.706787
1,0,0,4770.706787
1,0,0,4770.706787
1,0,0,4770.706787
1,0,0,4770.706787
1,0,0,4770.706787
1,0,0,4770.706787
0,0,1,4675.292651
0,0,1,4659.829787
0,0,1,4691.830016
0,0,1,4394.631671
0,0,1,4262.10548
0,0,1,4282.129478
0,0,1,4310.573675
0,0,1,4315.533844
0,0,1,4231.469486
0,0,1,4238.71189
0,0,1,4100.476974
0,0,1,4318.785105
0,0,1,4423.904009
0,0,1,4487.274107
0,0,1,4598.567053
0,0,1,4575.561287
0,0,1,4582.561734
0,0,1,4549.343584
0,0,1,4576.250055
0,0,1,4686.784258
0,0,1,4666.298768
0,0,1,4518.310292
0,0,1,4425.714699
0,0,1,4443.630755
0,0,1,4333.41231
0,0,1,4331.082297
0,0,1,4336.523042
0,0,1,4520.808014
0,0,1,4767.529113
0,0,1,5081.002847
0,0,1,5132.899267
0,0,1,5154.858869
0,0,1,5090.281259
0,0,1,5170.989682
0,0,1,5336.568047
0,0,1,5354.067142
0,0,1,5726.081504
0,0,1,5681.777722
0,0,1,5510.0097
0,0,1,5678.257546
0,0,1,5694.975344
0,0,1,5705.085366
0,0,1,5494.041971
0,0,1,5253.974912
0,0,1,5279.534497
1,0,0,5028.947404
1,0,0,5028.947404
1,0,0,5028.947404
1,0,0,5028.947404
1,0,0,5028.947404
1,0,0,5028.947404
1,0,0,5028.947404
1,0,0,5028.947404
1,0,0,5028.947404
0,0,1,4928.368456
0,0,1,4956.432733
0,0,1,4882.294001
0,0,1,4968.620194
0,0,1,4952.964933
0,0,1,4929.632214
0,0,1,5026.44115
0,0,1,5000.938879
0,0,1,5065.376219
0,0,1,4998.738941
0,0,1,5134.602434
0,0,1,4962.28949
0,0,1,5109.938887
0,0,1,5247.208395
0,0,1,5261.921169
0,0,1,5247.081048
0,0,1,5466.3376
0,0,1,5527.365006
0,0,1,5413.722449
0,0,1,5452.208099
0,0,1,5480.971683
0,0,1,5659.919331
0,0,1,5670.081856
0,0,1,5673.307577
0,0,1,5554.602229
1,0,0,4923.27274
1,0,0,4923.27274
1,0,0,4923.27274
1,0,0,4923.27274
1,0,0,4923.27274
1,0,0,4923.27274
1,0,0,4923.27274
1,0,0,4923.27274
0,0,1,4824.807285
0,0,1,4839.352465
0,0,1,4842.125274
0,0,1,4751.710808
0,0,1,4674.525647
0,0,1,4708.495952
0,0,1,4765.045407
0,0,1,4951.701936
0,0,1,5015.642947
0,0,1,4981.734507
0,0,1,4928.920611
0,0,1,4887.455309
0,0,1,4802.215887
0,0,1,4851.84062
0,0,1,4963.646294
0,0,1,4862.974541
0,0,1,4894.645309
0,0,1,4907.922867
0,0,1,4872.007512
0,0,1,4803.530527
0,0,1,4813.424665
0,0,1,4876.393152
0,0,1,4885.99776
0,0,1,4880.157663
0,0,1,4913.526161
0,0,1,4915.860201
0,0,1,4919.674823
0,0,1,4638.894254
0,0,1,4647.724925
0,0,1,4637.679836
0,0,1,4676.580198
0,0,1,4790.293182
0,0,1,4899.125603
0,0,1,4896.977255
0,0,1,4876.015725
0,0,1,4832.637592
0,0,1,4817.207736
0,0,1,4848.963878
0,0,1,4829.051872
0,0,1,4811.71421
0,0,1,4831.672491
0,0,1,4817.908671
0,0,1,4806.018136
0,0,1,4800.20093
0,0,1,4793.736612
0,0,1,4738.397987
0,0,1,4684.043908
0,0,1,4678.221487
0,0,1,4708.414908
0,0,1,4742.114244
0,0,1,4744.15271
0,0,1,4745.231642
0,0,1,4778.707025
0,0,1,4779.297221
0,0,1,4854.30039
0,0,1,4815.296713
0,0,1,4784.649818
0,0,1,4750.54712
0,0,1,4735.131493
0,0,1,4757.597304
0,0,1,4730.524993
0,0,1,4585.085562
0,0,1,4273.740379
1,0,0,4071.439432
1,0,0,4071.439432
1,0,0,4071.439432
1,0,0,4071.439432
1,0,0,4071.439432
1,0,0,4071.439432
1,0,0,4071.439432
1,0,0,4071.439432
0,0,1,3990.010644
1,0,0,3434.597724
1,0,0,3434.597724
1,0,0,3434.597724
1,0,0,3434.597724
1,0,0,3434.597724
1,0,0,3434.597724
1,0,0,3434.597724
1,0,0,3434.597724
0,0,1,3365.90577
0,0,1,3220.30944
0,0,1,3136.463248
1,0,0,2983.41902
1,0,0,2983.41902
1,0,0,2983.41902
1,0,0,2983.41902
1,0,0,2983.41902
1,0,0,2983.41902
1,0,0,2983.41902
1,0,0,2983.41902
1,0,0,2983.41902
0,0,1,2923.75064
0,0,1,2949.736668
0,0,1,3058.994914
0,0,1,3206.998507
0,0,1,3433.783006
0,0,1,3591.410943
0,0,1,3728.778014
0,0,1,3526.59766
0,0,1,3631.652393
0,0,1,3602.519366
0,0,1,3439.046789
0,0,1,3449.415802
0,0,1,3470.002791
0,0,1,3375.949025
0,0,1,3527.781165
0,0,1,3399.803993
0,0,1,3418.907654
0,0,1,3383.493405
0,0,1,3476.918973
0,0,1,3485.861768
0,0,1,3446.933822
0,0,1,3477.586245
0,0,1,3535.148959
0,0,1,3639.420699
0,0,1,3635.955094
0,0,1,3637.657839
0,0,1,3437.879814
0,0,1,3287.891689
0,0,1,3287.978103
1,0,0,3181.12354
1,0,0,3181.12354
1,0,0,3181.12354
1,0,0,3181.12354
1,0,0,3181.12354
1,0,0,3181.12354
1,0,0,3181.12354
1,0,0,3181.12354
1,0,0,3181.12354
1,0,0,3181.12354
1,0,0,3181.12354
1,0,0,3181.12354
0,0,1,3117.501069
0,0,1,3110.146853
0,0,1,3108.851607
0,0,1,3089.901025
0,0,1,2997.825539
0,0,1,2974.372021
0,0,1,3016.445789
0,0,1,2994.548305
0,0,1,3021.079119
0,0,1,3047.931572
0,0,1,3004.293077
0,0,1,3001.102772
0,0,1,3014.13347
0,0,1,2960.550266
0,0,1,2951.040204
0,0,1,3182.550245
0,0,1,3185.418911
0,0,1,3204.465115
0,0,1,3155.071901
0,0,1,3157.636315
0,0,1,3142.058589
0,0,1,3129.723325
0,0,1,3136.582045
0,0,1,3146.448517
0,0,1,3190.947612
0,0,1,3399.630026
0,0,1,3413.304001
0,0,1,3466.026605
0,0,1,3429.255523
0,0,1,3462.810222
0,0,1,3598.524204
0,0,1,3274.530109
0,0,1,3345.325309
0,0,1,3330.651648
0,0,1,3332.198989
0,0,1,3346.846572
0,0,1,3333.407306
0,0,1,3330.642955
0,0,1,3315.986679
0,0,1,3243.313807
0,0,1,3366.118791
0,0,1,3370.117538
0,0,1,3378.784387
0,0,1,3369.343867
0,0,1,3434.193105
0,0,1,3414.729641
0,0,1,3373.803339
0,0,1,3383.730662
0,0,1,3370.917287
0,0,1,3377.384825
0,0,1,3421.97085
0,0,1,3491.036157
0,0,1,3472.754931
0,0,1,3476.101708
0,0,1,3502.47605
0,0,1,3526.199048
0,0,1,3470.512156
0,0,1,3476.353803
0,0,1,3487.532908
0,0,1,3472.050804
0,0,1,3421.440581
0,0,1,3431.7417
0,0,1,3519.340329
0,0,1,3509.656408
0,0,1,3577.617714
0,0,1,3576.652799
0,0,1,3576.409397
0,0,1,3609.764159
0,0,1,4244.652108
0,0,1,4311.526798
0,0,1,4269.30525
0,0,1,4371.473225
0,0,1,4392.98822
0,0,1,4511.099024
0,0,1,4580.051323
0,0,1,4499.294028
0,0,1,4616.100893
0,0,1,4376.906304
0,0,1,4409.791648
0,0,1,4402.637369
0,0,1,4479.039508
0,0,1,4377.914684
0,0,1,4517.410089
0,0,1,4538.029713
0,0,1,4586.657948
0,0,1,4587.292532
0,0,1,4615.31853
0,0,1,4591.456444
0,0,1,4674.352199
0,0,1,4796.896396
0,0,1,4723.901885
0,0,1,4516.506025
0,0,1,4601.018664
0,0,1,4590.030804
0,0,1,4608.372881
0,0,1,4573.044824
0,0,1,4580.99016
0,0,1,4630.43553
0,0,1,4685.626926
0,0,1,4917.7107
0,0,1,5016.757914
0,0,1,4970.320297
0,0,1,4941.468471
0,0,1,5003.405578
0,0,1,5160.747563
0,0,1,5343.464203
0,0,1,5518.287665
0,0,1,6300.903221
0,0,1,6066.472356
0,0,1,6800.572685
0,0,1,6947.987347
0,0,1,7134.198543
0,0,1,6855.207733
0,0,1,6399.924356
0,0,1,6315.455181
0,0,1,7122.723879
0,0,1,6960.453004
0,0,1,6913.050471
0,0,1,6629.165543
0,0,1,6850.278843
0,0,1,6957.175771
0,0,1,7016.452842
0,0,1,7601.460774
0,0,1,7623.749439
0,0,1,7580.12833
0,0,1,7530.665573
0,0,1,7191.189375
0,0,1,7435.764886
0,0,1,7436.625485
0,0,1,7596.775286
0,0,1,7071.626852
1,0,0,6539.066828
1,0,0,6539.066828
1,0,0,6539.066828
1,0,0,6539.066828
1,0,0,6539.066828
1,0,0,6539.066828
1,0,0,6539.066828
1,0,0,6539.066828
0,0,1,6408.285492
0,0,1,6459.109181
0,0,1,6816.427476
0,0,1,6946.481864
0,0,1,7040.194413
0,0,1,7313.436431
0,0,1,7116.398584
0,0,1,7277.541514
0,0,1,7473.285639
0,0,1,8004.911469
0,0,1,8364.997546
0,0,1,8479.354768
0,0,1,8638.537513
0,0,1,9225.730682
0,0,1,10140.07881
0,0,1,8728.980472
0,0,1,9702.408592
0,0,1,9322.940201
1,0,0,8250.793532
1,0,0,8250.793532
1,0,0,8250.793532
1,0,0,8250.793532
1,0,0,8250.793532
1,0,0,8250.793532
1,0,0,8250.793532
1,0,0,8250.793532
0,0,1,8085.777661
0,0,1,8265.511517
0,0,1,7945.786198
0,0,1,7455.225064
0,0,1,7751.454302
0,0,1,7479.016652
1,0,0,6555.801126
1,0,0,6555.801126
1,0,0,6555.801126
1,0,0,6555.801126
1,0,0,6555.801126
1,0,0,6555.801126
1,0,0,6555.801126
1,0,0,6555.801126
0,0,1,6424.685104
0,0,1,6126.390507
0,0,1,6081.501937
0,0,1,6145.601794
0,0,1,6129.097637
0,0,1,5895.935963
0,0,1,5930.792594
0,0,1,5912.95043
0,0,1,5967.59089
0,0,1,6275.998329
0,0,1,6476.680667
0,0,1,6552.841255
0,0,1,6730.217383
0,0,1,6833.312357
0,0,1,7336.004595
0,0,1,7135.415606
0,0,1,7443.561666
0,0,1,7465.710344
0,0,1,7378.727461
0,0,1,7021.249404
0,0,1,7198.376601
0,0,1,7085.996483
0,0,1,6757.319799
1,0,0,6109.164946
1,0,0,6109.164946
1,0,0,6109.164946
1,0,0,6109.164946
1,0,0,6109.164946
1,0,0,6109.164946
1,0,0,6109.164946
1,0,0,6109.164946
1,0,0,6109.164946
0,0,1,5986.981647
0,0,1,5836.234223
0,0,1,5831.205664
0,0,1,5960.785967
0,0,1,5852.430322
0,0,1,5591.146676
0,0,1,5456.934807
0,0,1,5510.695501
0,0,1,5523.876767
0,0,1,5621.04761
0,0,1,5975.95219
0,0,1,6110.958042
0,0,1,6089.5953
0,0,1,6085.936075
0,0,1,5936.155238
0,0,1,6033.815128
0,0,1,5987.269322
0,0,1,5933.963155
0,0,1,5811.626508
0,0,1,5845.163653
0,0,1,5995.237918
0,0,1,5962.868733
0,0,1,5961.390084
0,0,1,5932.104775
0,0,1,5906.3291
0,0,1,5863.022513
0,0,1,5844.168297
0,0,1,5912.226436
0,0,1,5853.097728
0,0,1,5741.698482
0,0,1,5772.514222
0,0,1,5571.331626
1,0,0,4822.892208
1,0,0,4822.892208
1,0,0,4822.892208
1,0,0,4822.892208
1,0,0,4822.892208
1,0,0,4822.892208
1,0,0,4822.892208
1,0,0,4822.892208
1,0,0,4822.892208
1,0,0,4822.892208
1,0,0,4822.892208
1,0,0,4822.892208
1,0,0,4822.892208
0,0,1,4726.434364
0,0,1,4713.760736
0,0,1,4942.783895
0,0,1,4942.196833
0,0,1,4759.649398
0,0,1,4781.681482
0,0,1,4767.724376
0,0,1,4807.886308
0,0,1,4697.737403
0,0,1,4605.850724
0,0,1,4648.596879
0,0,1,4578.017089
0,0,1,4581.407083
0,0,1,4737.392851
0,0,1,4732.477647
0,0,1,4619.80783
0,0,1,4299.110946
0,0,1,4277.424193
0,0,1,4988.177584
1,0,0,5222.895242
1,0,0,5222.895242
1,0,0,5222.895242
1,0,0,5222.895242
1,0,0,5222.895242
1,0,0,5222.895242
1,0,0,5222.895242
1,0,0,5222.895242
0,0,1,5118.437337
0,0,1,5236.243859
0,0,1,5176.275897
0,0,1,5194.706622
0,0,1,5117.369856
0,0,1,4873.739587
0,0,1,4897.852423
0,0,1,5024.454542
0,0,1,4846.92469
0,0,1,4893.465744
0,0,1,4871.726941
1,0,0,4703.406112
1,0,0,4703.406112
1,0,0,4703.406112
1,0,0,4703.406112
1,0,0,4703.406112
1,0,0,4703.406112
1,0,0,4703.406112
1,0,0,4703.406112
1,0,0,4703.406112
1,0,0,4703.406112
1,0,0,4703.406112
0,0,1,4609.33799
0,0,1,4630.916434
0,0,1,4863.767112
0,0,1,4803.757316
0,0,1,5014.803293
0,0,1,4885.675245
0,0,1,4785.456365
0,0,1,4725.272028
0,0,1,4716.984561
0,0,1,4649.805654
0,0,1,4781.112232
0,0,1,4878.868144
0,0,1,4851.484594
0,0,1,4862.836226
0,0,1,4743.262684
0,0,1,4667.848026
0,0,1,4655.921055
0,0,1,4647.420259
0,0,1,4687.959032
0,0,1,4568.928507
0,0,1,4596.984363
0,0,1,4447.266937
0,0,1,4274.393732
0,0,1,4708.916886
0,0,1,4622.66129
0,0,1,4648.073172
0,0,1,4617.709496
0,0,1,4857.677569
0,0,1,4733.346167
0,0,1,4687.196223
0,0,1,4649.721615
0,0,1,4650.807648
0,0,1,4682.826233
0,0,1,4719.764289
0,0,1,4774.253416
0,0,1,4667.098146
0,0,1,4633.941812
0,0,1,4638.706136
